sample_idx,y_true,y_pred,pred_correct,axp_json,intervals_json,n_constrained,coverage_convB,fsc_s,their_cov,solver_status,solver_wall_s,total_wall_s,timeout_s
192,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 257.0, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true]}",5,0.852799,2.890372,84.260000,ok,9.1081,9.1082,960
193,2,2,True,"[0, 1, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.789983,0.693147,78.270000,ok,228.2212,228.2214,960
194,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,82.440000,ok,231.4577,231.4579,960
195,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 63.0, false], ""7"": [68.5, true, null, true]}",5,0.850168,1.386294,82.540000,ok,32.2932,32.2934,960
196,2,2,True,"[0, 1, 2, 3, 7, 9]","{""0"": [null, true, 269.0, false], ""1"": [null, true, 184.0, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""9"": [191.0, true, null, true]}",6,0.837805,4.969813,86.010000,ok,604.1418,604.1420,960
197,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [68.5, true, null, true]}",5,0.852483,1.791759,84.170000,ok,114.7934,114.7936,960
198,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.852483,2.484907,82.940000,ok,10.3454,10.3455,960
199,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 79.5, false], ""9"": [197.5, true, null, true]}",5,0.849011,1.609438,84.320000,ok,20.6698,20.6699,960
200,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true]}",5,0.849011,2.197225,83.130000,ok,5.6507,5.6509,960
201,2,2,True,[],{},0,,,,error:AssertionError,346.9532,346.9533,960
202,2,2,True,[],{},0,,,,error:AssertionError,5.3319,5.3319,960
203,2,2,True,"[0, 1, 2, 3, 7, 21]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 95.5, false], ""3"": [null, true, 58.0, false], ""7"": [59.0, true, null, true], ""21"": [681.5, true, null, true]}",6,0.830492,2.484907,81.150000,ok,186.2491,186.2495,960
204,2,2,True,[],{},0,,,,error:AssertionError,12.0125,12.0125,960
205,2,2,True,[],{},0,,,,error:AssertionError,5.3501,5.3502,960
206,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true]}",5,0.849011,2.197225,82.700000,ok,4.9691,4.9693,960
207,2,2,True,[],{},0,,,,error:AssertionError,5.6249,5.6250,960
208,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.843224,1.386294,79.880000,ok,18.9233,18.9237,960
209,2,2,True,[],{},0,,,,error:AssertionError,33.6755,33.6755,960
210,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true]}",5,0.845539,1.791759,82.370000,ok,158.4848,158.4850,960
211,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.843224,1.386294,81.400000,ok,75.2951,75.2953,960
212,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 257.0, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true]}",5,0.849327,2.484907,81.020000,ok,419.0824,419.0829,960
213,2,2,True,"[0, 1, 2, 3, 7, 18, 22]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 123.5, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""18"": [null, true, 1584.5, false], ""22"": [372.5, true, null, true]}",7,0.825863,3.583519,82.710000,ok,123.0056,123.0059,960
214,2,2,True,[],{},0,,,,timeout,960.7433,960.7434,960
