sample_idx,y_true,y_pred,pred_correct,axp_json,intervals_json,n_constrained,coverage_convB,fsc_s,their_cov,solver_status,solver_wall_s,total_wall_s,timeout_s
512,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,90.770000,ok,1.6505,1.6507,60
513,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.750000,ok,0.0181,0.0182,60
514,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,90.780000,ok,5.5537,5.5539,60
515,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.680000,ok,5.0473,5.0474,60
516,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.520000,ok,0.0275,0.0276,60
517,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.930000,ok,0.0215,0.0216,60
518,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.230000,ok,0.0478,0.0480,60
519,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.990000,ok,2.1337,2.1338,60
520,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.080000,ok,1.4007,1.4008,60
521,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.820000,ok,0.0607,0.0609,60
522,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.500000,ok,3.8011,3.8013,60
523,1,1,True,"[5, 8, 9, 14, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.267, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",7,0.844847,5.780744,90.620000,ok,7.1276,7.1278,60
524,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,93.060000,ok,0.3056,0.3057,60
525,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.990000,ok,0.0324,0.0325,60
526,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.860000,ok,3.5639,3.5641,60
527,1,1,True,"[5, 8, 14, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true], ""20"": [0.528, true, null, true]}",6,0.845542,3.295837,90.650000,ok,2.9752,2.9753,60
528,1,1,True,"[0, 8, 17, 19]","{""0"": [null, true, -0.308, false], ""8"": [-0.807, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true]}",4,0.873611,0.000000,91.490000,ok,1.8906,1.8907,60
529,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,90.960000,ok,3.3858,3.3859,60
530,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.180000,ok,0.0357,0.0358,60
531,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.130000,ok,0.0595,0.0596,60
532,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,93.160000,ok,2.0190,2.0191,60
533,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.310000,ok,1.8235,1.8236,60
534,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.850000,ok,0.0656,0.0657,60
535,2,1,False,"[8, 9, 17, 19, 20]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",5,0.869649,3.583519,92.220000,ok,1.2609,1.2610,60
536,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.800000,ok,0.0299,0.0300,60
537,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.390000,ok,3.5545,3.5546,60
538,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.220000,ok,0.0288,0.0289,60
539,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.020000,ok,0.0367,0.0368,60
540,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.970000,ok,0.0493,0.0494,60
541,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.020000,ok,4.6864,4.6865,60
542,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.820000,ok,0.0897,0.0899,60
543,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.660000,ok,2.5741,2.5742,60
544,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.850000,ok,0.0392,0.0393,60
545,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.580000,ok,0.0270,0.0271,60
546,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.400000,ok,0.0409,0.0410,60
547,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.690000,ok,0.0773,0.0774,60
548,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,93.170000,ok,2.0543,2.0544,60
549,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.150000,ok,2.5448,2.5450,60
550,2,1,False,"[8, 9, 17, 19, 20]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",5,0.869649,3.583519,91.580000,ok,2.0529,2.0530,60
551,1,1,True,"[6, 7, 14, 19, 20]","{""6"": [-1.137, true, null, true], ""7"": [-0.536, true, null, true], ""14"": [-0.337, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.502, true, null, true]}",5,0.860294,2.302585,87.760000,ok,0.0627,0.0628,60
552,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.650000,ok,0.0253,0.0254,60
553,1,1,True,"[5, 8, 9, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [-0.025, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",6,0.851792,4.682131,92.430000,ok,3.5775,3.5776,60
554,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.890000,ok,0.0670,0.0671,60
555,1,1,True,"[5, 8, 14, 17, 19, 20]","{""5"": [-1.509, true, null, true], ""8"": [-0.907, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",6,0.868161,4.276666,90.600000,ok,0.7870,0.7871,60
556,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.830000,ok,1.8233,1.8235,60
557,1,1,True,"[5, 8, 9, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [-0.025, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",6,0.851792,4.682131,91.950000,ok,4.7174,4.7176,60
558,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.670000,ok,4.1395,4.1396,60
559,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.400000,ok,0.0286,0.0287,60
560,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.340000,ok,0.0358,0.0358,60
561,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.970000,ok,0.0363,0.0364,60
562,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.570000,ok,0.0400,0.0401,60
563,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.190000,ok,0.0345,0.0346,60
564,1,1,True,"[8, 9, 14, 17, 19, 21]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""21"": [null, true, 1.391, false]}",6,0.845139,1.386294,91.500000,ok,1.8069,1.8070,60
565,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.710000,ok,1.9829,1.9831,60
566,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.520000,ok,0.0277,0.0279,60
567,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.900000,ok,0.0303,0.0304,60
568,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.580000,ok,4.2179,4.2180,60
569,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.130000,ok,0.1265,0.1266,60
570,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.480000,ok,0.0244,0.0245,60
571,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,89.610000,ok,3.4117,3.4119,60
572,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,95.880000,ok,0.0347,0.0348,60
573,1,1,True,"[5, 8, 9, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [-0.025, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",6,0.851792,4.682131,92.660000,ok,3.4001,3.4003,60
574,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,90.640000,ok,2.7176,2.7178,60
575,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.990000,ok,2.2670,2.2671,60
576,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.270000,ok,6.0888,6.0889,60
577,1,1,True,"[5, 8, 9, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [-0.025, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",6,0.851792,4.682131,92.200000,ok,3.5086,3.5087,60
578,1,1,True,"[5, 8, 9, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [-0.025, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",6,0.851792,4.682131,92.660000,ok,3.3959,3.3960,60
579,1,1,True,"[8, 9, 14, 17, 19, 21]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""21"": [null, true, 1.391, false]}",6,0.845139,1.386294,91.990000,ok,0.8553,0.8554,60
580,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.080000,ok,4.8799,4.8800,60
581,1,2,False,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.840000,ok,0.0304,0.0305,60
582,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.190000,ok,0.0322,0.0323,60
583,2,1,False,"[0, 8, 9, 17, 19]","{""0"": [null, true, -0.308, false], ""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.7, true, null, true]}",5,0.861111,1.609438,91.420000,ok,0.3386,0.3387,60
584,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.280000,ok,1.6435,1.6436,60
585,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.790000,ok,0.0307,0.0309,60
586,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,93.710000,ok,1.2235,1.2236,60
587,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.750000,ok,0.0515,0.0516,60
588,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.470000,ok,0.0343,0.0344,60
589,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,93.100000,ok,6.1207,6.1209,60
590,1,1,True,"[8, 9, 14, 17, 19, 21]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""21"": [null, true, 1.391, false]}",6,0.845139,1.386294,90.040000,ok,0.6797,0.6798,60
591,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.300000,ok,3.7023,3.7024,60
592,1,1,True,"[8, 9, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true]}",4,0.880556,0.000000,91.880000,ok,2.4974,2.4975,60
593,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.170000,ok,0.0473,0.0474,60
594,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.690000,ok,0.0932,0.0933,60
595,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.400000,ok,4.5768,4.5770,60
596,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.550000,ok,4.8971,4.8972,60
597,1,1,True,"[5, 8, 9, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [-0.025, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",6,0.851792,4.682131,92.660000,ok,3.3836,3.3837,60
598,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.400000,ok,0.0428,0.0430,60
599,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.140000,ok,4.9495,4.9496,60
600,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.400000,ok,0.0274,0.0275,60
601,1,1,True,"[5, 8, 14, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true], ""20"": [0.528, true, null, true]}",6,0.845542,3.295837,91.600000,ok,1.9467,1.9469,60
602,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.370000,ok,0.0292,0.0293,60
603,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.120000,ok,0.0402,0.0403,60
604,1,1,True,"[5, 8, 9, 14, 19, 20]","{""5"": [-1.21, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",6,0.840581,2.197225,85.730000,ok,0.1160,0.1161,60
605,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.540000,ok,0.0211,0.0212,60
606,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.800000,ok,0.0326,0.0327,60
607,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.350000,ok,0.0266,0.0267,60
608,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.710000,ok,0.0261,0.0262,60
609,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.610000,ok,2.7584,2.7586,60
610,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.860000,ok,3.9742,3.9743,60
611,1,1,True,"[0, 6, 7, 14, 17, 19, 20]","{""0"": [null, true, 0.006, false], ""6"": [-1.137, true, null, true], ""7"": [-1.126, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.267, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.502, true, null, true]}",7,0.850572,6.040255,85.090000,ok,0.6198,0.6200,60
612,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.550000,ok,0.0245,0.0246,60
613,1,1,True,"[5, 8, 9, 17, 19, 20]","{""5"": [-1.509, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.494, true, null, true]}",6,0.867548,5.337538,91.280000,ok,2.3176,2.3177,60
614,1,1,True,"[8, 9, 14, 17, 19, 21]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""21"": [null, true, 1.391, false]}",6,0.845139,1.386294,90.330000,ok,0.6048,0.6049,60
615,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.140000,ok,5.0137,5.0139,60
616,1,1,True,"[8, 9, 14, 17, 19, 21]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""21"": [null, true, 1.391, false]}",6,0.845139,1.386294,91.850000,ok,0.3474,0.3475,60
617,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.970000,ok,0.0296,0.0297,60
618,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.370000,ok,2.6987,2.6989,60
619,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.090000,ok,0.0305,0.0306,60
620,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.970000,ok,0.0157,0.0158,60
621,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.930000,ok,2.7438,2.7439,60
622,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.040000,ok,3.5301,3.5302,60
623,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.500000,ok,0.0264,0.0264,60
624,1,1,True,"[0, 14, 17, 19]","{""0"": [null, true, -0.308, false], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true]}",4,0.886111,0.000000,87.950000,ok,0.2945,0.2946,60
625,1,1,True,"[8, 9, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true]}",4,0.880556,0.000000,90.670000,ok,1.6601,1.6602,60
626,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.400000,ok,0.0716,0.0717,60
627,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.520000,ok,0.0270,0.0271,60
628,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.240000,ok,0.0833,0.0835,60
629,1,1,True,"[8, 9, 17, 19, 20]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",5,0.869649,3.583519,92.830000,ok,2.1452,2.1453,60
630,1,1,True,"[6, 7, 9, 14, 19, 20]","{""6"": [-1.137, true, null, true], ""7"": [-0.735, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""19"": [1.027, true, null, true], ""20"": [0.502, true, null, true]}",6,0.851961,3.688879,85.260000,ok,0.6600,0.6602,60
631,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,95.730000,ok,0.0359,0.0359,60
632,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.750000,ok,0.0327,0.0328,60
633,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.700000,ok,0.0363,0.0364,60
634,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.820000,ok,0.0243,0.0245,60
635,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.450000,ok,0.0252,0.0253,60
636,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.570000,ok,2.4875,2.4877,60
637,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.370000,ok,0.0300,0.0301,60
638,1,2,False,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.000000,ok,0.0666,0.0667,60
639,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.490000,ok,1.6277,1.6278,60
640,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.530000,ok,0.0605,0.0606,60
