f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,class
2.20708,3.26123,2.87708,2.77804,2.36227,2.28767,1.98837,1.83122,1.39604,1.24617,1.13442,0.997483,0.798789,-0.463976,1.47133,1.44137,1.27801,1.15475,0.745593,0.561177,0.278339,0.074927,-0.220616,-0.597292,-0.924839,-1.04432,1.85324,1.50556,1.3941,1.00881,0.70206,0.364608,0.102452,-0.37718,-0.732155,-1.02427,-1.00546,-1.09266,0.967472,1.39823,0.846198,0.924265,-0.171865,-0.753356,-0.578436,-1.0646,-0.67594,-0.95295,-1.06283,-1.04713,0.441274,1.3381,0.955014,0.668591,-0.143276,-0.568762,-0.87968,-0.904369,-1.06422,-1.07694,-1.11305,-1.03613,-1.14779,1.0813,0.729366,0.48409,0.058904,-0.354835,-0.600301,-0.772026,-0.892233,-1.0421,-0.992292,0.250955,0.0619366,-0.0476512,-0.232827,-1.04474,0.566741,0.027668,-0.406446,-0.817454,1.36334,1.24559,0.824946,0.851722,0.446496,0.103313,-0.329381,-0.503337,-0.683247,-1.10094,-1.11339,-1.10835,-0.995198,1.14586,0.753184,0.0219038,-1.08668,-1.02753,-1.08522,-1.04567,0.923724,0.678984,0.671979,0.769002,0.558812,0.284494,-0.7861,-1.02485,-1.07101,-1.10376,0.12024,0.39776,0.320533,-0.222286,-1.11595,-1.14812,-0.568147,-0.148702,0.111849,-0.440387,-0.766123,-0.481608,-0.953017,-1.03743,-1.11391,-1.06511,-0.915111,-1.14826,-1.0901,0.215399,-1.11672,-1.14983,-1.15373,-0.186036,-0.294802,0.225262,0.817871,1.12985,0.133837,-0.677772,0.677789,-0.155548,-1.07846,-0.580954,-1.08109,0.344885,-0.496668,0.266601,0.363139,-0.480687,-0.208491,0.371894,1.79585,-0.259182,-0.317167,1.32911,0.151693,-0.521636,-0.135007,-0.727199,-0.805988,-1.01681,-0.806689,-0.862837,1
5.27536,5.17272,3.94134,4.43939,3.0871,2.72292,2.34616,2.04321,1.21067,0.946926,0.532265,0.0945127,-0.877096,-0.685744,0.94505,0.693827,0.197732,0.0701571,-0.248821,-0.587398,-0.694212,-0.665998,-0.419053,-0.0317616,-0.256627,-0.453174,1.76578,1.19045,0.987857,0.363946,0.0468006,-0.0690621,-0.0728006,-0.0288668,-0.0563596,-0.19811,-0.517991,-0.719596,-0.125515,0.69208,-0.020827,-0.0872562,-0.617794,-0.355594,-0.568496,-0.439759,-0.237148,-0.340428,-0.573438,-0.367464,-0.76647,0.36682,0.0183603,-0.466493,-0.491377,-0.299892,-0.411764,-0.306303,-0.378806,-0.383281,-0.5368,-0.271318,0.469886,0.123949,-0.387112,-0.618465,-0.668835,-0.358927,-0.372729,-0.241085,-0.368249,-0.305171,-0.687972,-0.531789,-0.51374,-0.488031,-0.233781,-0.401709,-0.0525773,-0.118883,-0.120844,-0.168156,0.276167,0.203039,-0.163026,-0.237881,-0.705035,-0.511755,-0.19857,-0.270502,-0.225925,-0.379166,-0.522631,-0.429799,-0.620475,0.070377,-0.58536,-0.814409,-0.708285,-0.571105,-0.571793,-0.651887,-0.285169,-0.651411,0.464947,-0.596896,-0.700596,-0.616394,-0.258926,-0.720045,-0.671267,-0.743343,-0.679711,-0.585348,-0.548185,-0.219258,-0.748217,-0.770222,-0.590875,-0.396668,-0.371827,-0.229351,-0.366368,-0.312082,-0.315726,-0.19412,-0.318553,-0.395019,-0.256777,-0.735661,-0.407452,-0.816828,-0.669866,-0.807846,-0.687521,0.015459,-0.755324,-0.620313,1.10009,0.744427,-0.0824363,0.131856,0.0579823,-0.175203,-0.619069,-0.121276,-0.580255,-0.124775,0.262532,0.0943219,0.222611,0.261368,0.160792,1.12741,1.8712,0.184003,0.130192,1.18468,0.964018,0.535435,0.73429,0.103223,-0.200287,-0.691139,-0.226447,-0.347084,1
3.82836,5.14615,4.58138,4.09712,2.90468,2.80871,2.22384,1.70928,0.147405,-0.116337,-0.843906,-0.731176,-0.689284,-0.737682,-0.144339,-0.480997,-0.561419,-0.548332,-0.48974,-0.566443,-0.101267,0.118255,0.506448,0.52391,-0.17033,-0.546564,1.72733,1.23859,1.12715,0.492469,0.344343,0.394356,0.39999,0.308135,0.088508,-0.374362,-0.592991,-0.718505,-0.723945,-0.562791,-0.699079,-0.608068,-0.302733,-0.237865,-0.306538,-0.576179,0.107423,-0.570736,-0.710546,-0.660227,0.107421,-0.615769,-0.622339,-0.684755,-0.273107,-0.111867,-0.341949,-0.310048,-0.521467,-0.59063,-0.710315,-0.536426,0.242337,-0.583634,-0.684856,-0.683911,-0.237703,-0.0309503,-0.129046,-0.0986045,-0.293401,-0.40271,-0.620335,-0.140211,-0.111132,-0.101369,0.113064,-0.657387,0.431073,0.309982,0.170228,-0.0703712,-0.617214,-0.627367,-0.667432,-0.515393,-0.390252,-0.0281204,0.425315,0.318643,0.152669,-0.468386,-0.582265,-0.380681,-0.660347,-0.604888,-0.546785,-0.541704,-0.772667,-0.687769,-0.605946,-0.690638,-0.602975,-0.583787,-0.597025,-0.58341,-0.540878,-0.254071,0.097386,-0.651918,-0.732959,-0.703323,-0.133779,-0.345662,-0.135025,-0.0934741,-0.718651,-0.740613,0.169406,-0.380535,-0.109784,-0.139901,-0.181821,-0.110882,-0.574332,-0.0529493,-0.598701,-0.539743,-0.586415,-0.819292,-0.405045,-0.785988,-0.664782,-0.808668,-0.783253,-0.793075,-0.816286,-0.81091,1.01527,0.964155,0.480004,0.443519,0.292499,0.296124,-0.733597,0.171877,-0.685629,0.357996,0.674901,0.455095,0.578643,0.681156,0.597832,1.96097,2.23015,0.514823,0.440687,1.73509,1.60968,0.533681,1.23931,0.0310651,-0.36018,-0.645233,-0.44099,-0.495819,3
2.89993,3.25872,2.88598,2.77857,2.35359,2.26476,1.99419,1.82001,1.39868,1.23947,1.23686,1.04261,0.801236,0.0981969,1.42037,1.36331,1.21444,1.09669,0.679942,0.499243,0.177681,-0.00126053,-0.377297,-0.648243,-0.905545,-1.01566,1.79532,1.4766,1.37233,0.979742,0.664763,0.334293,0.0826999,-0.378457,-0.703749,-0.987615,-0.946584,-1.10873,0.970358,1.34232,0.792389,0.880611,-0.193007,-0.735579,-0.621805,-1.04214,-0.697149,-0.998213,-1.06593,-1.00044,0.40026,1.25584,0.951034,0.633538,-0.154773,-0.538988,-0.900213,-0.867504,-1.05563,-1.05062,-1.09694,-1.00698,-1.15058,1.06278,0.713781,0.447048,0.0311984,-0.386818,-0.567356,-0.750235,-0.907816,-0.960842,-0.961203,0.227071,0.0512617,-0.068336,-0.260361,-1.02561,0.562761,0.00491842,-0.432922,-0.777789,1.28458,1.17327,0.809174,0.803176,0.413753,0.0691411,-0.393505,-0.496126,-0.713685,-1.06248,-1.09355,-1.06017,-0.986576,1.11063,0.725044,-0.00303076,-1.08163,-1.01677,-1.05103,-1.05394,0.906318,0.660025,0.656728,0.755248,0.552637,0.283409,-0.791463,-0.99192,-1.06323,-1.08465,0.101696,0.383332,0.315344,-0.232713,-1.09599,-1.14296,-0.766486,-0.14003,0.0950255,-0.43346,-0.799907,-0.477858,-0.929446,-1.10679,-1.11237,-1.05773,-0.937495,-1.12871,-1.13035,-0.202349,-1.04126,-1.16404,-1.09466,-0.338188,-0.237919,0.39102,0.845253,1.14324,0.0963895,-0.584677,0.671011,-0.20583,-1.0724,-0.529643,-1.07023,0.331144,-0.454775,0.257376,0.354341,-0.423778,-0.223004,0.644744,1.77002,-0.242063,-0.298959,1.32726,0.35517,-0.529835,-0.118106,-0.727681,-0.813307,-0.998603,-0.802599,-0.884031,3
1.18598,3.7293,3.28745,3.16483,2.67631,2.55188,2.16705,1.79216,0.757131,0.484692,0.552907,-0.967452,-1.09892,-1.11462,1.03018,0.989203,0.933939,0.908583,0.877083,0.79699,0.738645,0.524562,0.0831841,-0.26118,-0.889102,-1.1052,1.86526,1.6252,1.49588,1.01044,0.729612,0.329492,0.0993039,-0.179344,-0.455204,-0.84172,-0.926092,-1.19898,1.01839,0.992509,0.525943,0.837513,0.482861,-0.588587,-0.425772,-1.00111,-0.400833,-0.97577,-1.11636,-1.05966,0.736426,0.934119,0.754786,0.648221,-0.228276,-0.457735,-0.743897,-0.834542,-0.945126,-1.01103,-1.14112,-0.994603,-0.680457,0.867603,0.575897,0.490635,0.169073,-0.341343,-0.491061,-0.594589,-0.812779,-0.88486,-1.05277,0.40279,0.118715,-0.0226144,-0.256684,-1.07714,0.603361,-0.020515,-0.275863,-0.584321,0.97018,0.902001,0.699024,0.798247,0.458066,0.127001,-0.0791457,-0.186173,-0.43365,-1.06218,-1.0691,-0.990079,-1.05128,0.825327,0.612704,0.0711927,-1.20114,-1.15667,-1.18203,-1.15715,0.736683,0.479381,0.633823,0.658659,0.298216,0.0566784,-0.53208,-1.07956,-1.161,-1.16354,0.564089,0.138893,0.0375783,-0.109331,-1.16153,-1.24863,0.208703,-0.395096,-0.223442,-0.424113,-0.798609,-0.291173,-0.903129,-0.923635,-1.16721,-1.06533,-0.695936,-1.2189,-1.15539,-0.0444588,-1.02594,-1.2695,-1.22019,-0.196925,-0.808774,-0.694448,0.293442,1.20975,0.291844,-0.304428,0.792802,0.0478905,-1.15716,-0.339883,-1.15978,0.536896,-0.0393279,0.432952,0.500207,0.00451017,0.157531,1.32383,2.12998,-0.0857942,-0.16094,1.80542,0.868929,-0.435197,0.426526,-0.694015,-0.837607,-1.0549,-0.835658,-0.936648,3
4.56444,4.42699,3.91607,3.64787,3.11801,2.96555,2.51813,2.09327,1.50953,1.17234,1.06725,0.591059,-0.794494,-0.737557,1.23957,1.10732,0.834029,0.475898,0.147431,-0.130697,-0.614458,-0.731512,-0.710858,-0.32379,-0.473702,-0.614071,1.8984,1.47296,1.27283,0.603266,0.258179,-0.105049,-0.215461,-0.197406,-0.171286,-0.268714,-0.693683,-0.794602,0.24517,1.09677,0.379726,0.265683,-0.510729,-0.452843,-0.642239,-0.433083,-0.375562,-0.711061,-0.78601,-0.606062,-0.759709,0.94893,0.412793,-0.00603798,-0.712694,-0.443727,-0.553984,-0.400699,-0.427004,-0.47493,-0.668547,-0.441289,0.176353,0.546273,0.134742,-0.264878,-0.768073,-0.460441,-0.492778,-0.344307,-0.42702,-0.37732,-0.763792,-0.605627,-0.684254,-0.679005,-0.385474,-0.592821,0.0259379,-0.284422,-0.269945,-0.251393,0.982241,0.819224,0.242842,0.19047,-0.190099,-0.73322,-0.711696,-0.602698,-0.447291,-0.493625,-0.612773,-0.560314,-0.76639,0.619519,0.118032,-0.421876,-0.811445,-0.720857,-0.653621,-0.754312,0.30481,0.0619162,0.0657996,0.142808,-0.0140754,-0.493076,-0.426269,-0.780763,-0.762325,-0.781305,-0.581737,-0.238502,-0.530485,-0.606885,-0.791866,-0.813368,-0.378285,-0.694866,-0.71431,-0.635941,-0.424948,-0.474345,-0.550006,-0.495744,-0.658132,-0.606461,-0.433879,-0.841193,-0.638278,-0.869794,-0.714389,-0.852533,-0.830249,-0.685296,-0.591254,-0.47864,1.16677,0.930537,-0.0818966,0.0114588,0.279084,-0.316514,-0.7762,-0.214678,-0.743207,-0.082627,0.125801,0.0647664,0.285993,0.113923,0.0360401,0.897809,2.06218,0.0284812,-0.0200542,1.06298,0.714888,0.255722,0.508556,-0.146123,-0.479238,-0.721379,-0.549467,-0.589512,3
4.71314,4.57114,4.13989,3.8483,3.16849,3.07311,2.41945,2.15713,1.49814,1.20942,1.11644,0.833263,-0.0852328,-0.46871,1.21271,1.02451,0.705523,0.374932,0.100235,-0.205191,-0.547526,-0.634636,-0.589893,-0.284824,-0.3954,-0.515278,1.91153,1.38591,1.12175,0.45914,0.00679367,-0.213456,-0.217341,-0.199988,-0.214182,-0.347827,-0.6163,-0.65691,0.266761,1.03064,0.302343,0.262321,-0.359326,-0.465995,-0.609223,-0.546216,-0.520814,-0.567703,-0.681716,-0.600432,-0.689217,0.854089,0.319953,-0.0755075,-0.592601,-0.43744,-0.505608,-0.384892,-0.490367,-0.521819,-0.64938,-0.498716,0.34228,0.443226,-0.0148939,-0.417133,-0.657968,-0.472712,-0.491407,-0.360213,-0.457939,-0.41551,-0.657802,-0.557596,-0.592027,-0.553124,-0.365752,-0.606447,-0.112583,-0.269438,-0.269004,-0.2796,0.857719,0.645438,0.187777,0.123776,-0.648244,-0.655259,-0.54718,-0.467754,-0.381904,-0.423393,-0.531452,-0.45445,-0.655443,0.402655,-0.138757,-0.719422,-0.725362,-0.632749,-0.59219,-0.673353,0.114661,-0.431881,-0.743186,-0.0965526,-0.587208,-0.665413,-0.377694,-0.670559,-0.690564,-0.683301,-0.462094,-0.668481,-0.63666,-0.466902,-0.689287,-0.733366,-0.6963,-0.614029,-0.588826,-0.410287,-0.569835,-0.433799,-0.475975,-0.401769,-0.510063,-0.510458,-0.427119,-0.733983,-0.484235,-0.81019,-0.598492,-0.778456,-0.666227,-0.778984,-0.438927,-0.319204,1.33701,0.785228,-0.229212,-0.0431825,0.124955,-0.27531,-0.660994,-0.261098,-0.626346,-0.14162,0.0479921,-0.0158754,0.130173,0.0457152,-0.0217151,0.733701,2.23772,0.0244853,-0.0216286,0.969127,0.623021,0.421109,0.438209,0.0147862,-0.311133,-0.646292,-0.38716,-0.458237,1
4.04466,3.93251,3.56511,3.41519,2.99439,2.86057,2.56139,2.33127,1.70471,1.47563,1.1094,0.683196,0.627786,0.127754,1.47849,1.21261,1.0596,0.843045,0.472237,0.185503,0.0377265,-0.416924,-0.749721,-0.749408,-0.583225,-0.579978,1.99899,1.5079,1.32541,0.671216,0.155271,-0.26626,-0.475595,-0.482927,-0.456094,-0.505701,-0.733148,-0.763927,0.657438,1.20288,0.689761,0.630061,0.0418119,-0.491111,-0.535717,-0.51703,-0.79005,-0.539899,-0.719756,-0.655322,-0.360394,1.11578,0.744707,0.247888,-0.625409,-0.657234,-0.6971,-0.600957,-0.634939,-0.640776,-0.726601,-0.577081,0.0437907,0.925877,0.297393,0.0432507,-0.274699,-0.636998,-0.703178,-0.584581,-0.614101,-0.58598,-0.790899,-0.0776429,-0.397769,-0.553126,-0.626378,-0.648934,0.0068939,-0.516436,-0.534188,-0.507493,1.13099,1.06213,0.531961,0.465541,-0.384529,-0.603592,-0.839755,-0.825765,-0.696492,-0.541665,-0.664748,-0.610476,-0.721556,0.826796,0.162539,-0.224044,-0.789092,-0.686503,-0.66073,-0.741544,0.443263,-0.023075,-0.502642,0.221021,-0.263562,-0.582669,-0.69607,-0.804386,-0.756691,-0.803243,0.0917308,-0.545837,-0.614571,-0.725827,-0.806946,-0.816446,-0.506084,-0.786429,-0.758855,-0.649826,-0.746725,-0.674168,-0.654769,-0.681496,-0.677531,-0.695544,-0.633659,-0.791906,-0.692383,-0.595257,-0.75252,-0.861697,-0.773728,-0.860752,-0.264086,0.0882962,1.3784,0.90104,-0.216317,-0.326067,0.25258,-0.466553,-0.73645,-0.49473,-0.707555,-0.0239882,-0.267373,-0.000497244,0.17852,-0.256409,-0.275561,0.298889,2.2794,-0.226733,-0.267688,1.20647,0.235573,0.169636,0.109344,-0.151796,-0.384077,-0.755863,-0.427153,-0.503861,3
4.27876,4.19328,3.79356,3.67946,3.20295,2.99533,2.44654,2.24421,1.41923,1.36989,0.940326,0.797822,-0.263462,-0.640012,1.45374,1.24558,0.936019,0.741041,0.284187,0.0975265,-0.210147,-0.539898,-0.782802,-0.61038,-0.554579,-0.60025,1.9409,1.40789,1.1937,0.636233,0.282941,-0.19776,-0.352207,-0.405268,-0.408314,-0.484218,-0.729247,-0.761252,0.400278,1.21421,0.548203,0.461429,-0.400425,-0.600991,-0.644593,-0.585975,-0.752164,-0.687847,-0.775173,-0.711706,-0.665439,1.02316,0.640183,0.19169,-0.516856,-0.614921,-0.709726,-0.538488,-0.586205,-0.639418,-0.747666,-0.616361,0.166073,0.75526,0.288383,0.00585396,-0.378286,-0.604388,-0.64838,-0.52907,-0.580737,-0.53108,-0.770138,-0.15654,-0.434929,-0.560027,-0.56403,-0.700008,0.143118,-0.369677,-0.471725,-0.464796,1.04967,0.919387,0.419873,0.391881,0.191221,-0.547794,-0.791174,-0.775585,-0.632491,-0.501515,-0.581413,-0.571573,-0.76384,0.78742,0.251407,-0.168179,-0.803193,-0.722153,-0.660777,-0.774301,0.504126,0.178786,0.208634,0.294755,0.105248,-0.128215,-0.581129,-0.802886,-0.756338,-0.784892,-0.601389,0.0529514,-0.135603,-0.544605,-0.78586,-0.799164,-0.591921,-0.654789,-0.562056,-0.695863,-0.685942,-0.607878,-0.658413,-0.447406,-0.772041,-0.666795,-0.624189,-0.83334,-0.581743,-0.712365,-0.76248,-0.843892,-0.820676,-0.714825,-0.618352,-0.285122,1.10614,1.03296,-0.168281,-0.227733,0.267724,-0.476938,-0.758631,-0.424845,-0.718115,-0.175951,-0.143479,0.0349961,0.217467,-0.146353,-0.199334,0.458506,1.90212,-0.144758,-0.189193,0.937922,0.385458,0.276108,0.224988,-0.103426,-0.431994,-0.75788,-0.515597,-0.584497,1
4.87103,4.3796,3.90756,3.6554,2.96985,2.82966,2.22742,1.73958,-0.424167,-0.462795,-0.893205,-0.720405,-0.769368,-0.830471,-0.511608,-0.635115,-0.625744,-0.795763,-0.744277,-0.678593,-0.361921,0.451447,0.449456,0.492439,-0.230335,-0.624715,1.49198,1.21184,1.14458,0.425452,0.354085,0.417737,0.392519,0.27422,0.0728139,-0.154732,-0.653096,-0.817733,-0.863392,-0.650653,-0.848393,-0.824181,-0.725372,-0.136734,-0.164263,-0.431285,0.0379135,-0.70814,-0.708463,-0.481074,0.503224,-0.67119,-0.829677,-0.738149,-0.107761,-0.0770136,-0.276496,-0.250316,-0.33304,-0.36325,-0.570063,-0.254245,0.721569,-0.790284,-0.791621,-0.67713,-0.1581,-0.0444166,-0.184084,-0.114567,-0.248903,-0.242486,-0.769942,-0.0707535,0.0358904,0.0164541,0.0749864,-0.403858,0.421215,0.282893,0.14457,-0.0368988,-0.698876,-0.740896,-0.863984,-0.786127,0.236072,0.230759,0.32494,0.238688,0.121747,-0.451937,-0.591818,-0.463281,-0.753332,-0.837527,-0.698977,-0.587003,-0.827108,-0.685723,-0.691639,-0.733594,-0.805938,-0.580758,1.10247,-0.759555,-0.284608,-0.0513855,0.00928543,-0.82579,-0.791636,-0.817014,-0.663732,0.0347934,-0.00333335,0.00959925,-0.809627,-0.83825,0.0767581,0.0514899,-0.0814722,0.0471382,-0.377107,-0.0967375,-0.231728,0.0801447,-0.31547,-0.328124,-0.146652,-0.718587,-0.29074,-0.868405,-0.723746,-0.920571,-0.78257,-0.897968,-0.912758,-0.853811,0.932878,0.891357,0.422326,0.430957,0.315675,0.284174,-0.747645,0.159455,-0.678391,0.372522,0.657907,0.434684,0.51161,0.67071,0.606932,2.03136,2.18406,0.485973,0.409578,1.80517,1.63508,0.797764,1.23581,0.220748,-0.322505,-0.719788,-0.394294,-0.525232,3
3.65325,3.56301,3.18319,3.08028,2.71377,2.64226,2.36655,2.14695,1.72381,1.35152,1.13662,0.660912,0.410593,0.0108891,1.42912,1.35872,1.3056,1.04361,0.493565,0.305408,-0.0398005,-0.146599,-0.641595,-0.866635,-0.792393,-0.701494,2.08026,1.60289,1.42386,0.88798,0.418277,0.0151362,-0.238949,-0.518465,-0.623187,-0.609626,-0.878983,-0.910155,0.695783,1.34202,0.783799,0.711751,-0.390132,-0.785785,-0.609106,-0.738877,-0.783437,-0.767517,-0.860524,-0.711373,0.0656008,1.32369,0.903056,0.413306,-0.336087,-0.688037,-0.850796,-0.745075,-0.709313,-0.739154,-0.80497,-0.6325,-0.101026,1.05788,0.509735,0.201037,-0.217174,-0.623171,-0.70375,-0.752359,-0.798416,-0.715123,-0.884999,-0.0604509,-0.215046,-0.274279,-0.53771,-0.708005,0.249127,-0.279508,-0.577577,-0.686122,1.37218,1.26987,0.661113,0.646625,0.16719,-0.112025,-0.726725,-0.805707,-0.876113,-0.676396,-0.80618,-0.762206,-0.841149,1.12895,0.525392,-0.147804,-0.909533,-0.794945,-0.801372,-0.868943,0.754152,0.428962,0.409337,0.545291,0.27258,-0.0130196,-0.946571,-0.90318,-0.860561,-0.931774,-0.312876,0.117249,0.00591136,-0.291281,-0.957354,-0.955948,-0.859268,-0.470031,-0.172319,-0.51536,-0.944664,-0.830872,-0.892637,-0.710128,-0.835677,-0.82873,-0.811055,-0.988975,-0.814603,-0.80227,-0.894873,-0.983139,-0.969641,-0.679318,-0.551515,0.150018,1.19366,1.03283,-0.165466,-0.462134,0.421259,-0.447442,-0.871986,-0.591607,-0.83583,0.0389488,-0.369476,0.0760045,0.294917,-0.378927,-0.343463,0.214465,2.0608,-0.359623,-0.40511,1.20397,0.113665,0.00890866,-0.0266365,-0.304531,-0.531227,-0.89557,-0.60018,-0.677861,3
1.63719,3.54688,3.15178,2.99991,2.57086,2.47974,2.17568,1.92832,1.20474,1.14248,0.783382,0.378295,-0.269594,-0.685347,1.43426,1.42259,1.31021,1.20712,1.02603,0.778314,0.615982,0.268776,-0.292252,-0.587384,-0.88064,-0.772723,1.98971,1.70701,1.5816,1.10771,0.630929,0.0572662,-0.342987,-0.655689,-0.817002,-0.832439,-0.770045,-0.967382,1.18781,1.41057,0.882391,1.0664,0.558591,-0.152945,-0.296971,-0.872623,-0.553395,-0.758702,-0.877047,-0.814449,0.403204,1.34031,1.07385,0.765288,-0.156981,-0.78996,-0.873439,-0.880037,-0.896698,-0.874609,-0.91726,-0.821259,-0.926832,1.22571,0.737702,0.541881,-0.00355116,-0.666995,-0.741201,-0.88489,-0.956967,-0.870128,-0.889995,0.397005,-0.0593823,-0.160529,-0.609704,-0.83715,0.393486,-0.406402,-0.692983,-0.856538,1.37601,1.27034,0.970411,0.919381,0.14913,-0.188485,-0.413876,-0.530853,-0.702665,-0.868165,-0.911693,-0.924046,-0.827798,1.16972,0.578014,0.00209695,-0.939007,-0.849561,-0.868219,-0.872033,0.912735,0.337394,-0.314908,0.683925,0.0146038,-0.396134,-0.832901,-0.93059,-0.891892,-0.972289,0.57332,-0.333661,-0.428524,-0.772143,-1.00929,-1.02449,-0.302541,-0.551132,-0.581749,-0.918203,-1.00642,-0.949481,-0.940479,-0.967387,-0.888103,-0.999712,-0.920699,-0.879052,-1.04309,0.0854943,-0.830104,-1.02138,-0.94557,-0.640942,-0.552261,-0.382453,0.714714,1.30177,0.0237316,-0.667696,0.775727,-0.34973,-0.918324,-0.598374,-0.914781,0.456698,-0.459949,0.352414,0.406746,-0.452807,-0.217321,0.50178,2.07184,-0.182352,-0.314797,1.68157,0.206202,-0.230728,-0.0509847,-0.487319,-0.590893,-0.862743,-0.599504,-0.66136,3
1.5319,4.2544,3.83978,3.66508,3.07022,2.86926,2.28136,1.65266,-0.741148,-0.77966,-0.966114,-0.909969,-0.97481,-0.989756,-0.289514,-0.173725,-0.0578591,0.0346317,0.312008,0.503238,0.602341,0.706886,0.618231,0.279663,-0.59278,-0.879832,1.81112,1.59924,1.54614,0.893734,0.839404,0.667167,0.410542,-0.0601871,-0.449942,-0.804388,-0.654475,-1.00524,0.228885,-0.204717,-0.284945,0.0111481,0.244055,-0.510311,-0.253471,-0.920753,0.015727,-0.90443,-0.979958,-0.893505,1.02296,-0.147444,-0.108756,0.300686,0.122666,-0.341808,-0.677096,-0.745794,-0.940618,-0.949124,-1.00964,-0.878733,-0.346108,-0.0380435,0.137756,0.284217,0.153247,-0.161455,-0.382389,-0.594064,-0.786119,-0.82133,-0.860094,0.376552,0.201935,0.11182,-0.0682049,-0.928765,0.824155,0.239954,-0.175628,-0.58046,-0.147218,-0.116587,-0.0494811,0.145309,0.681764,0.521605,0.404646,0.256631,-0.091252,-0.923197,-0.975772,-0.786051,-0.81013,-0.0554789,0.303233,-0.0238103,-1.00324,-0.918137,-0.930514,-0.910465,0.132243,0.336728,-1.04648,0.295709,0.312973,0.209221,-0.238114,-0.891503,-0.925004,-0.992802,0.364504,0.276506,0.23464,-0.137411,-1.02536,-1.04638,0.350374,0.0524405,0.115174,-0.449917,-0.783715,-0.460672,-0.969167,-0.387504,-0.878571,-0.873891,-0.856281,-1.03665,-0.748112,-1.01352,-0.750947,-1.10816,-1.03502,-1.11029,-1.04562,-0.997266,0.443754,1.31909,0.5553,-0.00127776,0.851369,0.348408,-0.970037,-0.0345837,-0.977818,0.67025,0.416388,0.670996,0.724367,0.441159,0.621243,2.09684,2.45346,0.384798,0.291412,2.13307,1.57668,-0.0320719,1.06728,-0.362092,-0.561755,-0.833101,-0.559094,-0.619607,1
2.11883,3.47951,3.09459,2.96189,2.53919,2.45326,2.17256,1.96222,1.39857,1.34056,1.05133,0.884598,0.226908,-0.440315,1.55245,1.50526,1.3534,1.23358,0.990044,0.697789,0.433768,0.0931441,-0.336765,-0.681924,-0.869777,-0.744218,2.0017,1.69302,1.5619,1.07425,0.538482,-0.0522624,-0.383644,-0.683864,-0.782358,-0.797062,-0.750163,-0.938975,1.17293,1.49549,0.916793,1.08578,0.485918,-0.253317,-0.397018,-0.847426,-0.569905,-0.698624,-0.837946,-0.783063,0.229722,1.40293,1.09456,0.710703,-0.272759,-0.794211,-0.865346,-0.841234,-0.861728,-0.840207,-0.882846,-0.788325,-0.792222,1.26083,0.702546,0.464614,-0.142582,-0.684477,-0.746126,-0.865294,-0.916759,-0.830786,-0.871715,0.204896,-0.184575,-0.266269,-0.638958,-0.802516,0.267306,-0.436763,-0.719372,-0.809258,1.44063,1.31421,0.985011,0.897514,-0.0060487,-0.279131,-0.454677,-0.611937,-0.754467,-0.81927,-0.871369,-0.877001,-0.809846,1.2066,0.503554,-0.123813,-0.913212,-0.8228,-0.834937,-0.847503,0.889385,0.226027,-0.300645,0.613517,-0.0957408,-0.431251,-0.872257,-0.909074,-0.865564,-0.948298,0.465825,-0.397543,-0.467954,-0.784899,-0.979992,-0.994871,-0.360267,-0.560326,-0.60262,-0.907581,-0.993623,-0.939716,-0.899146,-0.965339,-0.846377,-0.963714,-0.872992,-0.879021,-1.01403,0.207306,-0.808522,-0.991627,-0.91775,-0.620163,-0.414231,-0.259176,0.847786,1.26731,-0.0833415,-0.683829,0.702086,-0.407822,-0.888967,-0.632663,-0.884749,0.345535,-0.506525,0.271016,0.363718,-0.50412,-0.273975,0.350481,2.01885,-0.264526,-0.378774,1.59778,0.0917829,-0.206252,-0.115217,-0.462291,-0.568814,-0.83891,-0.579246,-0.64045,3
