f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,class
1.77532,1.76707,1.68887,1.58969,1.49434,1.41476,1.32727,1.22189,1.10107,0.980654,0.862306,0.749048,0.639934,0.56448,0.534347,0.46296,0.387504,0.339407,0.239071,0.153228,0.0572884,-0.0394513,-0.125961,-0.215784,-0.300465,-0.381067,-0.462733,-0.527691,-0.610808,-0.685274,-0.764243,-0.83909,-0.909375,-0.974613,-1.03434,-1.08801,-1.14344,-1.18381,-1.23092,-1.26863,-1.28576,-1.30818,-1.32242,-1.3326,-1.29913,-1.32041,-1.31661,-1.28544,-1.26477,-1.22695,-1.1899,-1.13845,-1.09655,-1.03987,-0.969734,-0.909743,-0.852803,-0.777999,-0.705625,-0.628974,-0.554357,-0.469661,-0.387998,-0.307524,-0.21769,-0.131554,-0.0413825,0.0515772,0.142403,0.234266,0.32585,0.418022,0.512725,0.5768,0.636871,0.707342,0.794795,0.828212,0.941585,1.04663,1.16674,1.28632,1.38545,1.50822,1.62777,1.73326,1.81978,1.85226,1.85189,1.81864,1.77172,1.68356,1.56447,1.44281,1.32037,1.19793,1.08424,0.973053,0.870599,0.768321,0.672707,0.607669,0.573342,0.48351,0.412565,0.316603,0.223922,0.131291,0.0457471,-0.0479786,-0.137336,-0.222351,-0.303698,-0.396822,-0.470809,-0.557638,-0.635125,-0.706661,-0.779453,-0.847622,-0.913655,-0.97583,-1.02889,-1.08555,-1.13599,-1.17966,-1.2161,-1.21196,-1.23342,-1.29248,-1.27944,-1.30519,-1.3233,-1.30403,-1.28582,-1.26012,-1.24316,-1.20094,-1.18173,-1.13414,-1.08809,-1.04317,-0.991516,-0.933627,-0.863229,-0.794682,-0.728697,-0.649054,-0.569885,-0.48491,-0.408633,-0.331624,-0.234808,-0.210592,-0.125653,-0.0477405,0.0283283,0.117015,0.215318,0.292565,0.377236,0.452715,0.529772,0.59268,0.669928,0.773697,0.88231,0.999477,1.12192,1.24689,1.36819,1.46544,1.54333,1.63638,1.71118,1.78388,10
1.70615,1.68102,1.61566,1.53299,1.46282,1.39224,1.30015,1.20522,1.1124,1.01873,0.925102,0.831199,0.738173,0.648464,0.557616,0.465367,0.375065,0.285573,0.199458,0.112946,0.0305268,-0.0584178,-0.142133,-0.227418,-0.304835,-0.393879,-0.471057,-0.554012,-0.630983,-0.707102,-0.788036,-0.853403,-0.92061,-0.985013,-1.05375,-1.10074,-1.15085,-1.20482,-1.2427,-1.28382,-1.31769,-1.34361,-1.36093,-1.36933,-1.36861,-1.35865,-1.34715,-1.31261,-1.29248,-1.25061,-1.20221,-1.15733,-1.10648,-1.04185,-0.974982,-0.909162,-0.847439,-0.777146,-0.702902,-0.624969,-0.541545,-0.466596,-0.382878,-0.300255,-0.215023,-0.128627,-0.0455235,0.0392168,0.125079,0.215569,0.30337,0.392106,0.484646,0.574112,0.665733,0.757546,0.84895,0.943183,1.03744,1.12906,1.22053,1.31279,1.40373,1.49724,1.57904,1.65913,1.71444,1.71831,1.71723,1.66944,1.63557,1.54612,1.45299,1.36041,1.26663,1.17138,1.0775,0.985531,0.890359,0.799777,0.705794,0.62524,0.533157,0.460845,0.363926,0.278317,0.187753,0.108901,0.0127314,-0.0669543,-0.144724,-0.235655,-0.317551,-0.399733,-0.480116,-0.552749,-0.628558,-0.704199,-0.77729,-0.854837,-0.922118,-0.985653,-1.04495,-1.09764,-1.1484,-1.20128,-1.24821,-1.28347,-1.29941,-1.32379,-1.33967,-1.3468,-1.34495,-1.33409,-1.3146,-1.2869,-1.25146,-1.21924,-1.17993,-1.12746,-1.0736,-1.01665,-0.950246,-0.887992,-0.82279,-0.751118,-0.676704,-0.59989,-0.510215,-0.434639,-0.361786,-0.278673,-0.19782,-0.119613,-0.0272795,0.0431197,0.123351,0.209394,0.293415,0.383824,0.473915,0.564075,0.653969,0.746451,0.839202,0.929526,1.02303,1.1174,1.21081,1.29365,1.37639,1.47008,1.56376,1.61277,1.69164,1.70407,26
1.75243,1.73706,1.67828,1.66764,1.61647,1.56612,1.46045,1.35152,1.2433,1.141,1.02837,0.96072,0.856611,0.754808,0.655171,0.543045,0.447501,0.354518,0.257532,0.159129,0.0548439,-0.0270194,-0.127398,-0.202292,-0.294492,-0.336048,-0.418828,-0.481212,-0.561213,-0.610619,-0.685307,-0.747963,-0.818835,-0.843116,-0.880625,-0.947142,-1.01007,-1.06775,-1.1198,-1.16633,-1.20587,-1.23928,-1.26534,-1.25443,-1.25175,-1.25518,-1.25176,-1.25438,-1.26536,-1.23931,-1.2059,-1.20639,-1.16042,-1.10742,-1.05628,-1.02215,-0.953451,-0.925266,-0.862734,-0.813947,-0.748641,-0.701445,-0.647298,-0.563763,-0.496826,-0.427571,-0.350623,-0.253551,-0.172186,-0.0864809,0.0159823,0.111273,0.214773,0.317146,0.416191,0.517536,0.621293,0.733922,0.844561,0.953458,1.06394,1.17614,1.28979,1.40418,1.51633,1.63094,1.68999,1.74584,1.75287,1.75269,1.75531,1.74328,1.72612,1.6299,1.52172,1.41014,1.3052,1.19485,1.08626,0.971914,0.904492,0.789876,0.68683,0.586249,0.487992,0.392369,0.289835,0.191861,0.0967384,0.000182787,-0.102402,-0.181344,-0.256261,-0.337603,-0.417674,-0.486686,-0.563555,-0.645161,-0.691469,-0.761994,-0.810244,-0.861474,-0.925053,-0.97149,-1.01775,-1.03458,-1.0852,-1.12979,-1.168,-1.20005,-1.22444,-1.24228,-1.20825,-1.21096,-1.20664,-1.19447,-1.17574,-1.19247,-1.15913,-1.16079,-1.11363,-1.06107,-1.01674,-0.976553,-0.914404,-0.868852,-0.824205,-0.740825,-0.680676,-0.602709,-0.531102,-0.46433,-0.389049,-0.309285,-0.237884,-0.162094,-0.0615453,0.0211961,0.107307,0.203229,0.305987,0.415921,0.512249,0.610963,0.712358,0.815784,0.921347,1.02882,1.13798,1.24541,1.35436,1.46167,1.54088,1.59265,1.648,1.70633,18
1.73491,1.73808,1.67444,1.65323,1.63621,1.55598,1.48056,1.41252,1.28201,1.12357,1.04035,0.960327,0.81397,0.678183,0.548188,0.398812,0.252876,0.128995,0.0162157,-0.0513734,-0.1038,-0.160625,-0.256881,-0.344488,-0.424351,-0.494864,-0.557011,-0.609203,-0.705529,-0.770011,-0.832912,-0.873739,-0.919796,-0.941825,-0.970299,-1.0153,-1.04367,-1.10619,-1.1611,-1.13618,-1.17378,-1.20239,-1.22269,-1.23377,-1.23637,-1.2297,-1.21453,-1.19025,-1.15763,-1.11621,-1.1244,-1.0784,-1.01218,-0.959026,-0.923514,-0.919192,-0.866471,-0.824329,-0.760744,-0.731136,-0.691767,-0.586343,-0.529581,-0.46353,-0.388699,-0.35374,-0.260153,-0.158655,-0.0813743,0.0164164,0.085735,0.202839,0.319262,0.460358,0.592232,0.720091,0.851109,0.996717,1.16172,1.31928,1.4347,1.57327,1.64751,1.7281,1.76441,1.74897,1.73933,1.66275,1.66451,1.67186,1.68509,1.69115,1.6019,1.52053,1.44862,1.37178,1.20834,1.05343,0.908351,0.748487,0.604019,0.475864,0.34857,0.234797,0.11846,0.0617957,-0.0640387,-0.1417,-0.223964,-0.308015,-0.40033,-0.484843,-0.530228,-0.578848,-0.637981,-0.688294,-0.763298,-0.81986,-0.841334,-0.858268,-0.919364,-0.978338,-0.960816,-1.00225,-1.00383,-0.98747,-0.916077,-0.931375,-1.03421,-1.13369,-1.15203,-1.16001,-1.09087,-1.08586,-1.13963,-1.1152,-1.08136,-1.04002,-0.989625,-1.00155,-0.968917,-0.928679,-0.878824,-0.82271,-0.820628,-0.748296,-0.697676,-0.637807,-0.599235,-0.552014,-0.494493,-0.428736,-0.376173,-0.318688,-0.245191,-0.16765,-0.0980464,-0.0151746,0.0746672,0.179296,0.307071,0.407499,0.547738,0.691596,0.846983,0.920057,0.990383,1.16033,1.29493,1.42157,1.49903,1.57555,1.58683,1.61682,1.6752,1.66594,19
0.727848,0.639442,0.555663,0.475307,0.434468,0.362614,0.31295,0.243089,0.205898,0.159351,0.111233,0.0553277,-0.0054207,-0.0342652,-0.0929418,-0.130861,-0.188601,-0.219531,-0.278613,-0.302568,-0.339964,-0.377243,-0.402773,-0.436997,-0.460771,-0.489747,-0.519155,-0.532344,-0.543796,-0.544991,-0.571533,-0.582126,-0.581583,-0.596058,-0.605191,-0.59109,-0.589387,-0.582301,-0.587593,-0.590535,-0.568235,-0.559846,-0.559237,-0.524178,-0.514759,-0.483802,-0.463469,-0.452637,-0.416883,-0.398497,-0.356596,-0.322921,-0.291073,-0.251031,-0.21206,-0.167164,-0.116644,-0.0608189,-0.0216746,0.0300984,0.0776037,0.139452,0.182998,0.235953,0.287055,0.351101,0.410734,0.467012,0.534036,0.599104,0.672568,0.763353,0.875826,0.970881,1.08479,1.19768,1.31019,1.40945,1.52738,1.59812,1.63324,1.65573,1.68074,1.67386,1.6653,1.60643,1.51844,1.41286,1.31165,1.1981,1.08183,0.974438,0.860744,0.753504,0.63985,0.529939,0.416504,0.309793,0.198821,0.0899903,-0.0141158,-0.120217,-0.227835,-0.325481,-0.438121,-0.534521,-0.653834,-0.750141,-0.861058,-0.963624,-1.05606,-1.15607,-1.25476,-1.34147,-1.43546,-1.52757,-1.60363,-1.68806,-1.76754,-1.80979,-1.87356,-1.91525,-1.95772,-1.97515,-1.95902,-1.95769,-1.90821,-1.86396,-1.79438,-1.73926,-1.66244,-1.58125,-1.50026,-1.40073,-1.30417,-1.19934,-1.11582,-1.00815,-0.903556,-0.803035,-0.691006,-0.587055,-0.481285,-0.376614,-0.264748,-0.143497,-0.0386858,0.0672571,0.173075,0.293387,0.399407,0.49931,0.619681,0.725445,0.839907,0.952206,1.05898,1.16434,1.26659,1.36764,1.46709,1.5514,1.62369,1.64507,1.66217,1.65458,1.63222,1.61242,1.55041,1.46446,1.37211,1.25854,1.14623,1.03443,0.922179,0.810138,9
1.73253,1.7583,1.71731,1.69725,1.61731,1.54178,1.44033,1.33622,1.23336,1.12599,1.0196,0.912891,0.807211,0.709563,0.612959,0.511119,0.409425,0.313826,0.219459,0.123088,0.0561065,-0.0284263,-0.1215,-0.19854,-0.272052,-0.35719,-0.433321,-0.509381,-0.582005,-0.651304,-0.715448,-0.772679,-0.824224,-0.884773,-0.956481,-1.00488,-1.06011,-1.07426,-1.12367,-1.14414,-1.18368,-1.21665,-1.24268,-1.26146,-1.2724,-1.2755,-1.2709,-1.25865,-1.23892,-1.21157,-1.17729,-1.13653,-1.11811,-1.06486,-1.00611,-0.968407,-0.899826,-0.831182,-0.77439,-0.716261,-0.664562,-0.592997,-0.515746,-0.439766,-0.358524,-0.282854,-0.199463,-0.114797,-0.0371812,0.052081,0.139508,0.225599,0.324385,0.414884,0.507689,0.61057,0.7067,0.804708,0.910592,1.01126,1.11533,1.22155,1.32576,1.43122,1.53779,1.64192,1.71168,1.76468,1.76443,1.76464,1.73591,1.70678,1.6306,1.54502,1.45039,1.34752,1.23894,1.1361,1.0288,0.925417,0.820779,0.717125,0.620378,0.520319,0.450295,0.343372,0.252606,0.164513,0.0674293,-0.0282808,-0.111491,-0.201131,-0.287038,-0.371166,-0.447025,-0.511023,-0.58717,-0.657406,-0.734034,-0.800919,-0.865347,-0.903078,-0.970356,-1.01381,-1.0509,-1.10786,-1.13291,-1.17868,-1.21818,-1.251,-1.27673,-1.29456,-1.30469,-1.307,-1.30146,-1.28804,-1.26663,-1.23794,-1.20232,-1.16018,-1.11182,-1.085,-1.02488,-0.967659,-0.940024,-0.86531,-0.80224,-0.737466,-0.683672,-0.614309,-0.522815,-0.447068,-0.375135,-0.289761,-0.202145,-0.126117,-0.0465337,0.0481845,0.133106,0.220845,0.320813,0.421799,0.518149,0.619606,0.72251,0.825407,0.926268,1.02679,1.13407,1.23689,1.34103,1.44636,1.5093,1.5895,1.63897,1.69144,18
1.58406,1.5996,1.59524,1.58007,1.55701,1.50771,1.43451,1.36639,1.27903,1.19047,1.09972,1.00458,0.912427,0.820393,0.728491,0.64006,0.552078,0.466922,0.381593,0.295448,0.209974,0.125241,0.0413293,-0.0416571,-0.12362,-0.210246,-0.290117,-0.368551,-0.452187,-0.534744,-0.616042,-0.692534,-0.771558,-0.850294,-0.914992,-0.985687,-1.04508,-1.106,-1.16462,-1.21804,-1.26544,-1.30582,-1.33825,-1.36199,-1.37633,-1.395,-1.38914,-1.38735,-1.37526,-1.34006,-1.31663,-1.27056,-1.2257,-1.17165,-1.1135,-1.05064,-0.983719,-0.905628,-0.832934,-0.757716,-0.680311,-0.601053,-0.519323,-0.437934,-0.349624,-0.269927,-0.180227,-0.098182,-0.0111719,0.0764809,0.164649,0.25044,0.338289,0.424949,0.514998,0.60578,0.696843,0.788164,0.881534,0.97495,1.07018,1.16542,1.25886,1.35141,1.44134,1.52915,1.59209,1.61592,1.62637,1.62737,1.61496,1.60485,1.56726,1.49616,1.40962,1.31891,1.22759,1.13437,1.03911,0.945947,0.852846,0.759812,0.669221,0.581486,0.491738,0.40392,0.316524,0.231653,0.144074,0.0595562,-0.0291963,-0.114015,-0.19941,-0.283127,-0.365757,-0.447134,-0.527096,-0.606796,-0.681927,-0.763638,-0.835999,-0.906565,-0.980717,-1.04372,-1.11248,-1.16666,-1.21488,-1.26232,-1.30305,-1.32909,-1.3596,-1.37268,-1.37851,-1.38006,-1.37149,-1.35323,-1.32583,-1.28991,-1.25259,-1.20838,-1.15211,-1.10148,-1.03556,-0.975556,-0.902659,-0.830528,-0.75768,-0.685415,-0.605278,-0.527602,-0.449575,-0.369969,-0.283447,-0.201539,-0.118528,-0.0350455,0.050341,0.135994,0.218746,0.304949,0.391821,0.478452,0.564364,0.651075,0.741033,0.831308,0.924186,1.01945,1.1124,1.20542,1.29394,1.36674,1.44018,1.50766,1.54905,1.57061,32
1.68342,1.69479,1.65543,1.58703,1.50486,1.42238,1.34886,1.26682,1.18484,1.10292,1.02108,0.939318,0.857638,0.775259,0.693388,0.61172,0.530037,0.448791,0.366645,0.285624,0.203613,0.122739,0.0410332,-0.0407235,-0.12239,-0.202458,-0.283823,-0.36504,-0.446084,-0.526922,-0.607512,-0.687805,-0.767735,-0.847215,-0.926123,-1.0043,-1.08153,-1.1575,-1.2317,-1.30344,-1.37161,-1.43445,-1.48902,-1.53108,-1.5552,-1.55689,-1.54206,-1.49559,-1.44242,-1.38644,-1.32499,-1.25098,-1.17926,-1.10331,-1.02604,-0.949444,-0.868835,-0.79155,-0.711399,-0.630904,-0.550133,-0.469133,-0.398075,-0.316653,-0.235101,-0.154755,-0.0815394,0.000351623,0.0811944,0.163261,0.24441,0.326841,0.408816,0.490227,0.572554,0.654135,0.736533,0.818256,0.900064,0.982422,1.06391,1.14594,1.22802,1.30148,1.38367,1.46591,1.5482,1.62268,1.67494,1.67183,1.62224,1.54041,1.45817,1.37554,1.302,1.22028,1.14687,1.06508,0.982987,0.901001,0.819193,0.73747,0.655842,0.57349,0.498721,0.419315,0.337325,0.255969,0.173889,0.101627,0.0209378,-0.060858,-0.141169,-0.222705,-0.303685,-0.376806,-0.4562,-0.526606,-0.607067,-0.687213,-0.764559,-0.843648,-0.922105,-0.999757,-1.07635,-1.14769,-1.22052,-1.29058,-1.35668,-1.41695,-1.45657,-1.49646,-1.51981,-1.52298,-1.50553,-1.47031,-1.42166,-1.36361,-1.2992,-1.23041,-1.15854,-1.08446,-1.00877,-0.934247,-0.856816,-0.77804,-0.698713,-0.62113,-0.54086,-0.461722,-0.381285,-0.300195,-0.2205,-0.140473,-0.0588282,0.0203536,0.0948983,0.175692,0.257729,0.338797,0.420889,0.502255,0.583671,0.664434,0.74612,0.827988,0.909392,0.991487,1.07313,1.1553,1.23143,1.31027,1.3926,1.47473,1.55722,1.63084,34
1.85131,1.8142,1.73442,1.6747,1.58363,1.47006,1.36293,1.24454,1.12652,1.01018,0.896304,0.786693,0.68425,0.58582,0.501169,0.415925,0.333226,0.241404,0.149374,0.0696848,-0.0110833,-0.0985807,-0.187606,-0.264259,-0.332452,-0.409836,-0.495593,-0.570295,-0.645544,-0.713525,-0.769468,-0.831729,-0.882201,-0.942185,-1.00687,-1.04571,-1.10336,-1.15579,-1.18455,-1.22194,-1.24377,-1.27159,-1.29391,-1.28124,-1.29569,-1.29041,-1.27876,-1.24389,-1.22621,-1.18317,-1.15652,-1.11255,-1.07211,-1.02362,-0.968495,-0.919178,-0.868366,-0.806928,-0.741486,-0.685491,-0.607366,-0.536987,-0.46307,-0.393258,-0.322131,-0.238031,-0.16888,-0.0869308,0.00322106,0.10329,0.174877,0.268788,0.362519,0.436891,0.514945,0.590474,0.663098,0.739483,0.845323,0.957852,1.07304,1.18931,1.30833,1.42533,1.54085,1.64125,1.7134,1.8024,1.84124,1.81168,1.77402,1.70384,1.59969,1.4868,1.36897,1.25043,1.13317,1.01686,0.903693,0.794388,0.690424,0.610029,0.539324,0.463,0.364963,0.268933,0.174335,0.101077,0.00604259,-0.079999,-0.166891,-0.253102,-0.331021,-0.416772,-0.491261,-0.559007,-0.634696,-0.712574,-0.776933,-0.842772,-0.907858,-0.960008,-1.02258,-1.06446,-1.11658,-1.12957,-1.18862,-1.21268,-1.24722,-1.26908,-1.26731,-1.2805,-1.28375,-1.27525,-1.26043,-1.23771,-1.20941,-1.17936,-1.13485,-1.10222,-1.05367,-1.00779,-0.960027,-0.88801,-0.823816,-0.772554,-0.712783,-0.644693,-0.566898,-0.488005,-0.413361,-0.335055,-0.253398,-0.168707,-0.0850799,0.000503879,0.0880071,0.17403,0.265247,0.356213,0.448667,0.534593,0.607974,0.696864,0.79022,0.898408,1.01124,1.12628,1.24516,1.36322,1.48129,1.59556,1.67402,1.71264,1.76508,1.81181,10
1.84058,1.80528,1.78295,1.69916,1.5867,1.47359,1.36104,1.25001,1.14009,1.03236,0.94391,0.838985,0.735651,0.638171,0.543481,0.446673,0.357711,0.270702,0.183741,0.0910565,0.00817788,-0.0794804,-0.163259,-0.24671,-0.325724,-0.406618,-0.481223,-0.552604,-0.61883,-0.701028,-0.756674,-0.820478,-0.894464,-0.948295,-0.997524,-1.05219,-1.09336,-1.12809,-1.17304,-1.19439,-1.22607,-1.23288,-1.24998,-1.25967,-1.26183,-1.25643,-1.24344,-1.22307,-1.19561,-1.17853,-1.13748,-1.09025,-1.05334,-1.01027,-0.960021,-0.892751,-0.845598,-0.790443,-0.72598,-0.644999,-0.584855,-0.508874,-0.44311,-0.372944,-0.288078,-0.210121,-0.124196,-0.0386523,0.0415074,0.13216,0.221912,0.308742,0.381205,0.473191,0.567569,0.659442,0.75526,0.855423,0.954969,1.0586,1.16345,1.27136,1.3805,1.49079,1.60361,1.71566,1.82678,1.84204,1.84058,1.83059,1.74217,1.62956,1.51704,1.41461,1.31165,1.20146,1.09851,1.00778,0.904448,0.808383,0.729178,0.630292,0.533428,0.438753,0.346448,0.272723,0.17972,0.095095,0.00726626,-0.0810153,-0.158555,-0.250751,-0.318834,-0.394355,-0.478377,-0.549294,-0.621123,-0.693489,-0.775083,-0.839574,-0.892177,-0.939299,-1.0079,-1.05466,-1.09917,-1.13551,-1.18203,-1.22232,-1.23826,-1.26444,-1.28333,-1.29471,-1.29834,-1.29416,-1.28233,-1.26299,-1.2539,-1.21987,-1.196,-1.15927,-1.11152,-1.06798,-1.00814,-0.95666,-0.889578,-0.825375,-0.759235,-0.696556,-0.620038,-0.549716,-0.478716,-0.392433,-0.313301,-0.228674,-0.145671,-0.0598207,0.0285905,0.112295,0.205606,0.277664,0.363731,0.458297,0.537574,0.636341,0.737057,0.821754,0.925815,1.0314,1.13839,1.24894,1.36018,1.4715,1.58292,1.69462,1.77973,1.84172,4
1.7159,1.6966,1.6727,1.61741,1.55782,1.50243,1.39997,1.32814,1.21776,1.10336,1.02295,0.913364,0.804491,0.70047,0.591382,0.485623,0.383422,0.285027,0.190692,0.100719,0.0011651,-0.0948798,-0.187162,-0.264154,-0.344872,-0.43836,-0.512985,-0.58207,-0.665266,-0.730608,-0.779733,-0.843807,-0.924269,-0.954423,-1.00043,-1.05473,-1.07248,-1.09806,-1.14141,-1.17799,-1.18195,-1.17832,-1.19311,-1.2266,-1.20297,-1.1949,-1.18136,-1.19766,-1.18354,-1.14814,-1.10593,-1.08888,-1.06027,-1.023,-0.979059,-0.932245,-0.872251,-0.80644,-0.755917,-0.688972,-0.610523,-0.546069,-0.458846,-0.381447,-0.299312,-0.212762,-0.143268,-0.0491789,0.0356538,0.136499,0.238268,0.337415,0.437312,0.540907,0.638126,0.74905,0.841845,0.946998,1.05225,1.16067,1.27123,1.36187,1.48343,1.56711,1.65056,1.70348,1.72126,1.71675,1.71604,1.74508,1.7119,1.64652,1.55526,1.45218,1.35109,1.23512,1.12194,1.008,0.898744,0.793747,0.686584,0.575419,0.477124,0.372634,0.271854,0.19795,0.0924523,0.00280974,-0.0959874,-0.176084,-0.266675,-0.355706,-0.434985,-0.52695,-0.596474,-0.669613,-0.731053,-0.79047,-0.857469,-0.909216,-0.960948,-1.01113,-1.05484,-1.08159,-1.11105,-1.13662,-1.15947,-1.18764,-1.21511,-1.23533,-1.22047,-1.22702,-1.22601,-1.21754,-1.20167,-1.20415,-1.19898,-1.16118,-1.14957,-1.12345,-1.09019,-1.03072,-0.993117,-0.941809,-0.883695,-0.849998,-0.778075,-0.720968,-0.653914,-0.588232,-0.499294,-0.40643,-0.337865,-0.252991,-0.16239,-0.0822932,0.0165343,0.118775,0.211716,0.313973,0.420941,0.513404,0.613166,0.700737,0.810238,0.92171,1.03676,1.11736,1.2291,1.29954,1.41791,1.50636,1.56491,1.6226,1.64239,1.66439,25
1.69512,1.67793,1.6258,1.5433,1.45982,1.37633,1.29298,1.20939,1.12562,1.04252,0.959546,0.875547,0.792765,0.71014,0.639598,0.555835,0.47365,0.390031,0.308185,0.224753,0.14332,0.0601314,-0.0207868,-0.103654,-0.183921,-0.266354,-0.348578,-0.427613,-0.509143,-0.586907,-0.667434,-0.743433,-0.822465,-0.900654,-0.961796,-1.03733,-1.11108,-1.17583,-1.24356,-1.30717,-1.36512,-1.41555,-1.45586,-1.48334,-1.49536,-1.47884,-1.4585,-1.43484,-1.38857,-1.33367,-1.27238,-1.20632,-1.13673,-1.06444,-0.995508,-0.919174,-0.84165,-0.763152,-0.687809,-0.60766,-0.527019,-0.445953,-0.367559,-0.28569,-0.203706,-0.123791,-0.0413651,0.0393379,0.122321,0.204161,0.286678,0.370025,0.451711,0.535254,0.617289,0.699527,0.782982,0.86581,0.948469,1.03151,1.11421,1.19827,1.28137,1.35432,1.43513,1.51798,1.60069,1.67153,1.69515,1.68381,1.62647,1.5441,1.46122,1.37703,1.2936,1.20943,1.12667,1.04297,0.958889,0.87699,0.793013,0.70925,0.62774,0.543934,0.461211,0.377983,0.307905,0.224405,0.14283,0.0595585,-0.0215254,-0.104493,-0.187326,-0.267511,-0.349877,-0.432015,-0.510867,-0.592239,-0.673218,-0.752004,-0.829567,-0.908412,-0.981463,-1.05764,-1.1322,-1.20452,-1.2667,-1.33124,-1.39022,-1.43516,-1.47114,-1.4974,-1.50774,-1.50071,-1.47736,-1.43993,-1.39152,-1.33481,-1.27202,-1.20475,-1.13415,-1.06105,-0.986037,-0.909548,-0.836338,-0.757442,-0.677817,-0.597608,-0.516904,-0.435797,-0.354339,-0.275441,-0.193302,-0.110962,-0.0308421,0.0519354,0.134845,0.215808,0.297092,0.380448,0.463875,0.5457,0.627749,0.71121,0.793786,0.876295,0.947378,1.02983,1.11277,1.18387,1.26704,1.35007,1.4211,1.50382,1.58649,1.66428,28
1.70125,1.68187,1.65702,1.59968,1.53757,1.47525,1.37263,1.27497,1.19773,1.07242,1.01878,0.935261,0.809943,0.696241,0.589499,0.469691,0.341647,0.258499,0.180858,0.106614,0.00311714,-0.106224,-0.223024,-0.323305,-0.413463,-0.482999,-0.546369,-0.642062,-0.692406,-0.735353,-0.792272,-0.842344,-0.924625,-1.00562,-1.03194,-1.10039,-1.16318,-1.21865,-1.26782,-1.25569,-1.28928,-1.31554,-1.33336,-1.34389,-1.34569,-1.3398,-1.32589,-1.30377,-1.27454,-1.23688,-1.19259,-1.14103,-1.11698,-1.09682,-1.07188,-0.995947,-0.914144,-0.82754,-0.780584,-0.708755,-0.666105,-0.575779,-0.519822,-0.456542,-0.386613,-0.310589,-0.212367,-0.0825076,0.049245,0.160939,0.209246,0.30975,0.414219,0.523199,0.635622,0.736818,0.883807,1.02966,1.15269,1.27825,1.38691,1.4594,1.5018,1.54925,1.54574,1.52462,1.50724,1.49417,1.48524,1.48032,1.4799,1.48332,1.43599,1.40605,1.38971,1.28777,1.18107,1.10652,0.980989,0.853985,0.735443,0.631586,0.566964,0.477909,0.366802,0.257958,0.1533,0.0532533,-0.0424059,-0.132381,-0.217391,-0.287158,-0.358103,-0.436056,-0.475114,-0.545765,-0.593516,-0.631238,-0.714578,-0.775694,-0.840037,-0.869834,-0.899233,-0.956526,-0.97987,-1.01534,-1.06013,-1.09865,-1.14851,-1.20822,-1.22485,-1.23352,-1.23502,-1.22784,-1.21359,-1.19134,-1.16171,-1.13034,-1.13364,-1.13083,-1.07514,-1.01003,-0.987751,-0.909906,-0.828018,-0.784384,-0.728197,-0.678299,-0.602245,-0.510863,-0.452725,-0.427531,-0.3601,-0.284022,-0.170336,-0.0660655,0.0652085,0.158761,0.234423,0.340913,0.465912,0.574222,0.660027,0.770274,0.893758,1.01996,1.13177,1.21392,1.31168,1.36485,1.42264,1.5349,1.59687,1.66315,1.70519,1.70137,19
