f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,class
-0.329773,1.05939,1.65809,1.01788,0.373725,-0.165032,-0.479204,-1.5331,-0.74632,-1.32949,0.0630664,0.931717,1.37526,1.13135,0.337789,-0.135901,-0.00761366,-1.28959,-0.576663,-1.16523,-0.431916,0.659168,1.16914,1.25799,0.582822,0.712998,0.0726149,-1.31964,-1.52492,-0.846912,-1.00622,-0.42587,0.7841,1.46388,1.52805,1.23182,-0.586591,-0.611248,-1.75508,-0.768888,-0.168841,0.0343259,0.424696,1.6683,0.979048,1.4144,-0.265603,-1.17247,-0.562324,-1.01369,-1.45975,-0.604928,0.0466493,0.699809,1.09175,0.853567,0.932719,0.0150706,-1.47953,-1.80887,2
-0.578463,0.588342,0.788527,1.5742,1.50725,0.352077,0.275974,0.0938289,-0.335002,-1.69782,-1.74906,-1.28528,-0.680466,-0.723138,0.526642,1.0892,1.67952,0.735914,1.35822,0.721549,-0.206832,-0.324735,-1.38041,-1.55658,-1.32568,-1.18433,-0.467921,0.348469,1.05505,1.45392,1.47702,0.730032,0.943229,0.0307374,-0.832922,-0.413926,-1.41626,-0.985627,-1.29395,-0.760829,0.357643,0.620114,0.618396,1.14899,1.09456,0.26706,-0.223519,-0.46368,-1.35713,-1.07955,-1.27519,-1.1986,-1.24458,-0.174044,0.839874,1.06009,0.679501,1.37696,0.526316,0.296298,2
-0.317119,-0.00104533,1.71401,1.90182,1.65128,0.590959,-0.529178,0.243853,-1.28058,-1.91308,-1.73284,-1.31341,0.269208,0.312105,0.152503,1.10657,1.78544,1.48916,0.608514,-0.174332,-1.12845,-0.997065,-0.62225,-1.31747,-0.93187,-0.481634,0.722792,0.536234,1.71696,0.896066,0.79216,-0.101797,-0.882568,-1.03345,-0.87057,-0.687991,-0.416221,-1.22573,-0.110374,0.678537,0.889273,1.61821,0.486592,0.472423,-0.284801,-0.671626,-1.04048,-0.8021,-0.658827,-1.36321,-1.10878,0.691833,0.371865,1.55718,0.562778,1.11635,0.0379938,0.5312,-0.966918,-0.538094,2
-0.782817,0.904213,1.6717,1.70024,0.968167,0.457472,-0.677975,-0.789376,-0.744347,-1.091,-0.427727,0.118912,0.920899,1.65639,1.38569,0.0541688,0.28292,-0.916649,-1.38185,-0.695355,-1.51519,-1.21008,0.145952,1.16174,0.608193,1.42642,0.9378,-0.301663,-0.241265,-1.8576,-1.99226,-0.946812,0.316327,-0.0161765,0.904572,1.44173,0.954306,-0.28882,0.243875,-1.57395,-1.15539,-1.23144,-1.3009,0.218451,0.523879,1.54817,1.54222,0.4574,0.300503,-0.426817,-0.604865,-1.36175,-0.840427,-0.367867,-0.346717,0.0321088,1.12375,0.946657,0.105255,0.0269978,2
0.244526,0.414042,0.944838,1.06834,0.637954,0.449772,-0.361244,-1.11836,-1.30004,-1.4714,-1.58484,-0.17048,0.790629,1.46457,1.44554,1.44929,1.43833,0.658299,-0.201424,-1.004,-1.68033,-1.05878,-0.508134,-0.365981,0.0210703,0.948682,1.46081,1.26479,0.897091,0.218794,-0.560278,-1.06225,-1.04172,-1.52379,-0.29586,0.0465307,0.279945,1.38056,1.42814,1.45387,0.558942,-0.361059,-1.25885,-1.47532,-1.49486,-0.759535,0.107207,0.744834,1.39694,1.22606,0.845831,0.683847,-0.431956,-0.73123,-0.579147,-0.908483,-1.27087,-0.92644,-0.588747,0.125329,2
-0.0942238,0.64014,0.915141,1.28757,1.31881,0.388403,-0.143092,-0.538607,-1.7816,-0.982851,-0.567957,0.110958,0.0521565,1.32189,1.80605,1.53803,0.906238,0.0385539,-1.02688,-1.66975,-0.951171,-0.924049,-0.636372,0.363875,0.984053,0.655915,0.951034,0.623186,0.800048,-0.395635,-0.540246,-1.42378,-1.65146,-1.55033,-0.0884851,-0.0783463,0.442626,1.59464,1.18738,0.423874,-0.245285,-0.49384,-1.40187,-0.930856,-1.06004,-1.08659,0.361197,0.836138,1.68782,1.19404,1.28907,0.404795,-0.736702,-1.20455,-1.34314,-0.9481,-0.7693,-0.657071,0.694148,1.1044,2
0.301359,0.303047,1.30081,1.7321,1.2116,0.90977,-0.814954,-0.325522,-1.88649,-1.80581,-0.928214,-0.751247,0.192307,1.06115,1.47978,1.3738,0.746158,0.331411,-0.906237,-1.00159,-1.23782,-0.743699,-0.679674,-0.788726,0.798406,0.560427,0.718495,0.889611,0.667606,0.25345,-0.969538,-0.816762,-0.810758,-0.73626,-0.668554,-0.144842,1.16545,1.67086,1.4155,1.49666,0.453687,0.234903,-0.712223,-1.96315,-1.13004,-0.591098,-0.0790312,0.567034,0.723195,0.607065,1.609,0.871545,-0.528574,-0.559677,-1.73919,-0.937833,-1.39153,-0.384036,0.149996,0.236896,2
0.0326514,0.144712,1.54148,1.75405,0.924805,0.281044,0.555788,-0.625294,-1.10153,-1.56729,-1.20015,-0.595486,0.00930864,0.648547,1.39376,1.58797,0.927815,0.33738,0.105309,-0.206155,-1.04299,-1.42505,-0.843312,-0.434502,-0.108409,0.112145,0.795375,1.2366,0.90711,1.32901,0.547438,-0.617854,-0.624124,-1.53901,-1.68665,-0.440224,0.0511826,-0.0376278,0.716216,1.61772,1.72658,0.429953,0.432814,-0.723254,-0.910823,-0.736649,-1.74078,-1.30481,-0.398201,0.0294654,0.6724,1.03344,1.73222,1.04966,0.327869,-0.533836,-0.807039,-1.59895,-1.54508,-0.596722,2
0.292035,0.128947,0.732333,1.02977,0.724239,1.13936,0.38933,-1.02207,-1.35456,-1.78085,-0.968332,-0.88261,-0.648841,-0.0371,0.952624,1.15829,1.08208,1.76859,1.3312,0.389862,-0.0931313,-0.920986,-0.837868,-1.16294,-0.979893,-0.536731,0.384513,0.343522,0.794163,0.981155,1.44152,0.735505,0.0714954,-0.783198,-0.251747,-0.946949,-1.44779,-0.869937,-1.19274,-0.990318,-0.179125,0.57915,1.52211,1.68328,0.567742,0.076075,-0.0961488,-0.997726,-1.47105,-1.16771,-1.86215,-1.51191,-0.707298,0.876725,0.689686,1.42471,1.72467,0.535378,-0.00774123,0.159406,2
-0.0691741,1.17954,0.584234,1.39784,0.421198,-0.331563,-0.430935,-1.43297,-0.795847,-1.21149,-0.600836,0.0631413,0.431708,0.941392,1.28381,0.929627,0.427026,-0.278222,-1.08882,-1.86484,-1.06909,-0.58025,0.220843,0.464098,0.717498,1.01018,1.06629,-0.537825,-0.553155,-1.38817,-1.03987,-1.17394,0.162533,0.244106,1.70796,1.71674,0.428597,-0.0749922,-0.410833,-1.32284,-1.70057,-1.71744,-0.216958,0.291994,0.461006,1.47589,1.39419,0.272041,0.202213,-0.46617,-1.28805,-1.73273,-0.908555,-0.207446,0.455247,1.51952,1.72732,1.41382,0.522309,-0.640338,2
-0.334752,0.458817,0.981619,0.742108,1.37084,0.257266,0.117304,-1.12042,-1.67185,-0.621194,-1.24443,-0.270799,1.37457,1.11089,0.763719,0.523786,-0.0763135,-0.160211,-1.60859,-0.766658,-0.556019,0.0645157,-0.438216,1.23942,1.30098,1.54794,1.07644,-0.204859,-0.751611,-1.5921,-1.27566,-0.634779,-0.940548,-0.282489,0.351414,1.55099,0.633724,0.642777,-0.0886886,-0.227109,-1.35054,-1.83226,-0.216287,-0.911312,0.990831,0.549827,1.14339,0.628575,0.393072,-0.832415,-1.30534,-1.4757,-0.967673,-1.39991,-0.510845,0.235872,1.64276,1.54915,1.43591,0.991071,2
-0.382217,0.865928,1.30817,1.07386,0.749681,0.569564,0.0874997,-0.558651,-1.01153,-1.20002,-1.57442,-1.7258,-1.17469,0.476801,0.255127,1.1854,1.05731,0.800516,1.04698,0.105126,-0.502058,-0.824221,-1.09999,-1.78798,-1.35558,-0.60977,-0.26985,0.951752,1.33763,1.31997,1.54295,1.25269,-0.0992941,-0.677837,-1.0446,-0.833029,-1.93619,-1.54068,-1.19146,0.296367,0.364467,0.692585,1.36562,1.1729,0.606237,1.06096,0.358184,-1.08522,-0.743642,-1.18173,-0.599301,-1.12077,-0.508046,0.982644,0.732438,0.994019,0.773547,0.76852,0.297831,0.185279,2
0.229123,1.27838,0.59261,1.35571,0.610666,-0.0257494,-0.995297,-1.36395,-1.29106,-1.25939,-0.188532,0.372564,1.4628,1.72071,0.911285,0.142678,-0.275594,-1.39917,-0.859846,-0.839137,-0.584624,0.9992,1.0876,1.78777,1.0462,1.0229,0.244094,-1.3779,-0.77776,-0.85344,-1.16787,-0.088555,1.47838,1.51232,1.52341,0.642038,-0.497233,-0.672971,-1.72847,-0.931844,-1.31549,0.0629886,0.171839,0.975746,0.927213,0.640557,0.122545,-0.687686,-1.23708,-0.771704,-0.596778,-0.642052,0.128087,1.41566,0.874556,0.668217,-0.101192,-1.11007,-1.42223,-0.94516,2
0.416677,0.0425362,0.830102,1.09599,1.67273,0.910128,1.03695,-0.0485442,-0.395129,-0.668388,-0.960921,-0.978026,-0.787495,-0.341343,-0.636772,-0.0800714,1.12863,1.12405,1.55842,1.17015,1.18342,-0.234935,-0.481225,-0.707495,-1.51032,-1.48181,-0.762792,-0.620227,-0.463995,0.637162,0.636949,1.4444,1.105,0.940704,0.583722,-0.120218,-0.567596,-0.795892,-1.02613,-0.802548,-1.761,-1.29311,-0.060398,-0.197889,0.712363,1.23692,1.52369,1.61245,0.769651,0.688603,0.213785,-0.956522,-1.39848,-1.6484,-1.60567,-1.53195,-1.04251,0.424212,-0.049184,1.31759,2
-0.193091,0.385339,1.28222,1.63622,1.12036,0.420563,-0.0438976,-0.420669,-0.972915,-1.76875,-0.770459,-0.725134,-0.197795,0.45828,0.808234,1.03013,1.21627,1.01919,-0.511728,-0.95995,-1.66708,-1.58704,-0.876908,-0.310557,0.656119,0.992076,1.28826,1.82562,0.704084,0.68994,-0.198672,-1.17837,-1.29434,-0.795113,-1.54992,0.00945379,0.21909,0.645404,1.39498,1.1998,0.920772,0.994063,0.00974602,-1.01997,-1.00929,-1.75835,-1.06253,0.0251368,0.0278545,0.873801,1.41944,1.3008,1.01001,0.0457098,-0.2014,-0.958898,-1.57557,-0.899488,-0.525356,-0.595725,2
-0.388502,0.446581,1.68272,1.85577,0.492468,0.963468,-0.572541,-0.910405,-1.00641,-0.847236,-0.467336,0.120595,0.674689,0.513821,0.818132,1.43776,0.648452,-0.372714,-1.09635,-0.586397,-1.79318,-0.896889,-0.496186,0.285136,0.595211,0.690581,1.07723,1.13857,0.360213,0.177017,-0.702657,-1.25203,-1.54805,-1.36128,-0.869081,0.754423,0.519302,1.51711,1.64707,0.256589,0.433936,-0.715756,-1.60669,-0.790123,-1.27197,-0.969004,0.199903,1.21646,1.16483,1.64641,1.04625,0.991958,-0.482897,-1.23863,-1.48054,-1.19061,-1.23593,-0.16258,0.123738,0.815577,2
-0.550721,0.644644,1.86664,1.08121,0.90717,0.670185,0.355189,0.0173603,-0.656206,-1.74377,-0.712874,-0.618361,-0.950202,0.0898996,-0.526197,-0.17221,0.70581,1.54097,1.43445,1.56681,0.427442,0.639287,-0.515053,-0.567294,-0.441611,-1.76048,-0.665904,-1.36001,-0.298867,1.00035,0.318991,1.19158,1.44788,0.559686,0.999691,1.1246,0.427428,-1.05524,-1.28436,-1.93448,-0.727843,-0.278168,-1.12891,-0.348172,0.233589,1.56727,1.06558,0.692818,0.730792,0.536194,-0.94092,0.0764919,-1.08962,-1.0617,-2.12236,-1.47134,-0.733516,0.688048,0.36195,0.746391,2
0.0836005,0.23826,0.675922,0.929722,1.53555,0.143429,-0.810502,-0.780853,-1.32245,-1.77999,-0.659843,-0.344456,1.2387,1.03792,1.49255,1.47621,0.685963,-0.650035,-0.843861,-1.71275,-1.73881,-0.64068,-0.110467,0.71105,0.704807,1.45427,0.556952,0.921044,-0.15466,-1.48225,-1.15116,-1.43397,-0.352361,-0.215397,0.488571,0.674666,0.756808,0.764008,0.620008,-0.483402,-1.34257,-1.09783,-1.11473,-0.484417,-0.629238,1.22807,1.21521,1.70342,0.594476,0.870763,-0.479923,-0.79301,-1.85649,-0.72376,-0.854424,0.17185,0.184732,0.729015,1.6344,0.522336,2
0.466117,1.07973,1.21047,1.48588,0.910007,1.72931,0.250326,-0.488948,0.148694,-1.71722,-1.95119,-0.829943,-1.2116,-1.0021,0.209862,1.06676,0.430103,1.10033,1.47942,0.449446,1.14338,0.371374,-0.554578,-1.3906,-1.81146,-1.48275,-0.889064,-0.558279,-0.757584,-0.105073,1.48665,0.716427,1.34894,1.44672,0.280603,-0.576728,-0.599074,-0.755316,-1.404,-1.08995,-1.83395,-0.453068,0.0364709,-0.251153,0.639348,1.18248,0.978616,0.502609,0.302827,0.626355,-0.401866,-0.219245,-1.25892,-0.637148,-0.829759,-0.512643,-0.202476,0.621782,0.863267,1.21138,2
-0.829186,-1.92207,-1.27475,-1.3978,-1.20157,-1.44526,0.140841,-1.26446,-1.00946,-0.68559,0.207874,-1.65387,-0.0439337,-1.33029,0.0164064,-1.07649,0.321283,-1.38957,-1.03183,-0.562939,0.412388,-0.699163,0.296125,0.47339,-0.702781,0.033309,-0.738829,-0.980631,-0.551541,-0.197536,-0.939725,0.273021,-0.837459,-0.136686,0.340632,0.297823,0.90384,-0.604695,1.17771,0.652117,1.39988,0.942588,0.427473,0.63287,-0.166007,0.400649,0.427269,1.6929,0.181118,0.705611,-0.0882204,0.331391,1.10715,1.5088,1.73617,1.97275,0.580616,1.95113,1.744,1.47323,3
-1.20124,-1.66231,-1.87938,-0.824948,-2.02363,-0.945525,-1.49345,-0.778086,-0.99298,-0.866149,-1.34782,-0.83392,-0.804421,-0.499993,-1.19307,-1.25756,-0.201713,-0.541417,-1.16619,-0.707417,-0.272392,-0.810748,-0.833042,-0.2217,-0.604256,-0.166744,0.0707077,0.436567,-0.542327,-0.215669,-0.441398,0.269879,0.223334,0.431107,-0.121512,0.66658,0.50495,0.861212,0.00568941,0.0712474,0.396318,1.14213,0.601361,0.912285,0.383875,1.32711,1.42426,0.974955,1.28588,0.523646,1.10181,0.61264,1.23999,0.997037,0.892923,1.80344,1.87421,1.27586,1.97742,1.16258,3
-1.74631,-0.44609,-1.53483,-0.461818,-0.449397,-1.89323,-0.922367,-1.32964,-1.88294,-0.547279,-1.71622,-0.749008,-0.480458,-1.11028,-0.0993885,-1.20051,-1.4319,-0.573181,-0.735891,-0.829232,0.405386,0.162073,0.24475,-0.461138,-1.04663,0.253879,0.716486,0.2435,-1.06826,-0.258348,0.803465,-0.767791,-0.838362,0.370987,-0.308634,-0.0395769,0.519614,1.00774,1.0552,1.05792,0.0479094,0.314704,0.506908,-0.0477417,0.314356,1.27663,-0.133851,1.70175,1.23922,1.68713,0.714254,0.492382,1.57883,1.35846,1.09029,1.21137,2.03476,0.648351,1.10102,0.950985,3
-2.11988,-2.04303,-1.63227,-0.772119,-0.935321,-1.35366,-0.856293,-1.34341,-1.71817,-1.247,-0.419887,-1.40782,-0.335508,-0.479614,-0.191078,-0.615401,-0.724594,-1.29654,-1.24619,-0.214371,-0.638694,-0.102114,-0.590695,-0.551402,-0.931189,0.309219,-0.391124,-0.476312,-0.0391291,0.330549,0.453314,-0.395407,0.409436,-0.244904,0.309349,0.31703,0.325855,0.624651,0.0582612,0.71655,0.690398,1.01289,0.486975,1.08489,1.16813,1.0432,0.625018,0.292572,1.04298,1.54565,1.28674,0.912647,1.56496,1.07337,1.85123,0.867927,0.662109,1.54246,1.03098,1.67378,3
-1.32599,-1.3756,-0.893931,-1.88193,-1.85864,-1.21709,-0.862017,-0.755799,-1.68856,-1.53195,-0.543385,-1.30453,-1.2815,-0.572928,-1.26103,-0.667584,-0.924819,-0.355276,-0.404073,0.0778573,0.0931712,-0.423835,-0.720841,-0.161527,-0.295601,-0.53502,0.0337794,-0.722481,-0.0125636,0.0359031,-0.610576,0.305608,-0.355028,-0.31436,0.89535,1.02652,0.115599,0.460152,-0.0858064,0.202505,0.163889,0.326645,0.595854,0.457545,1.35423,1.06432,1.61008,1.56826,0.672578,0.763423,1.08111,1.45446,1.2186,1.67734,0.89233,1.89762,1.6163,0.996861,1.17847,1.10792,3
-1.25082,-1.51515,-0.250798,-1.8903,-0.343421,-0.309167,-0.268603,-1.62802,-1.53866,-0.776655,-1.4055,-0.953885,-0.800672,-1.53969,-1.41377,-0.84122,-1.55756,-0.176229,-0.913652,-0.432714,-0.381749,-0.0545038,0.41787,-0.252421,-0.0246895,-0.876169,0.639589,-0.307213,0.0838344,0.974553,-0.167732,-0.737218,1.05442,1.09239,-0.516045,0.277462,-0.496881,0.412023,-0.472367,-0.292322,1.25214,0.231018,0.568234,1.18165,0.0154107,0.629982,-0.099308,1.26986,-0.142125,1.10855,0.813622,1.6842,1.76809,1.25625,1.8575,1.86171,1.24233,0.274745,1.51605,1.14375,3
-1.57863,-2.12733,-1.8626,-1.96685,-1.96834,-0.579821,-1.33345,-0.846605,-0.759078,-1.36031,-0.978833,-0.738855,-0.800039,-0.188357,-0.0427784,-0.966105,-1.03234,-0.767987,-0.94082,-0.617941,-0.287925,-0.0110959,-0.110003,-0.355057,-0.426498,-0.693625,0.0581245,0.188754,-0.411826,-0.400565,0.398675,0.509544,0.830771,-0.248827,0.327948,0.644429,-0.41591,0.25878,0.89255,0.17551,0.864568,1.028,1.24856,1.03889,1.44594,0.0148369,0.5488,0.47116,0.881063,1.71156,0.516774,0.981768,1.20676,0.735128,1.59931,1.4171,1.34655,1.99968,0.701067,0.775786,3
-1.00184,-1.7397,-2.17567,-1.25864,-1.70394,-1.33908,-1.01755,-1.13797,-0.495408,-0.613852,-0.802149,-0.414551,-0.26746,-1.12407,-0.254015,-0.570204,-0.984023,-1.11859,-0.584579,-0.477342,-1.13178,0.288087,-0.613619,-0.321238,-0.601468,-0.264626,0.474234,-0.108086,-0.57282,-0.0151077,-0.648503,-0.355322,-0.349988,0.643781,-0.0185379,0.5548,1.03885,-0.313986,-0.346166,1.2645,0.279163,0.360557,0.834942,0.585788,0.665845,1.45999,1.2275,1.30532,0.033075,0.519466,1.00939,0.929811,0.371938,1.9098,0.63368,2.00172,0.713839,1.67858,1.92564,2.03159,3
-1.4794,-0.889584,-0.428392,-0.369772,-0.482067,-1.18535,-1.6745,-2.05013,-1.50732,-1.60584,-1.14798,-0.826037,-1.10471,-1.15334,0.141503,-0.648688,-0.452586,-1.46319,-1.06603,-1.21073,0.15141,-0.426835,-1.35997,0.253439,-0.257836,0.356101,0.0423652,0.0617855,-0.0150058,0.354253,0.606083,0.704793,-0.514286,0.960387,-0.624939,0.531978,1.31079,-0.340256,1.34126,-0.568663,1.35382,0.480442,-0.266956,0.748595,0.335414,0.899765,0.113356,1.01825,0.896103,0.822597,0.906524,1.28471,1.6852,2.04197,0.42189,0.701542,1.37838,0.561682,0.583788,2.07022,3
-0.835695,-1.74954,-1.93651,-0.385378,0.0537104,-0.555482,-1.3943,-2.16094,-0.441244,0.0423206,-1.93136,-1.06696,-0.823824,-0.448803,-0.7918,-0.76134,-0.331597,-1.43093,0.0201427,-0.630458,-0.290931,0.736736,-0.958536,0.671105,0.772931,0.783238,-1.05753,-0.426706,-0.958376,-0.542629,-0.56605,-0.48205,-0.610787,0.479684,0.679607,1.02349,0.851015,1.35467,1.00151,-0.780872,0.702306,0.737699,0.414433,0.0840898,0.333261,0.416098,1.01783,0.27174,-0.276272,0.470681,1.30278,2.07594,-0.103862,1.86908,1.94447,1.18218,0.152208,0.581129,0.835013,1.86968,3
-1.33414,-1.72128,-1.79914,-1.00458,-1.66564,-1.10657,-1.50331,-1.24326,-1.15739,-1.44281,-1.40518,-0.98964,-1.2429,-1.53003,-0.810275,-0.191892,-0.615658,-0.37543,-0.983578,-0.910091,-0.562392,-1.04111,0.1351,-0.104795,0.0435926,0.26221,0.423043,0.166981,0.465361,0.00763394,-0.218864,0.0579999,-0.0367646,0.543603,0.0739643,0.858922,0.473932,0.804217,0.993889,0.420321,1.21353,1.23681,0.47606,0.668656,1.33982,0.284106,0.424291,0.620037,0.349402,0.524381,0.627978,0.504625,0.902132,1.8067,1.65524,1.84855,0.887213,0.915207,1.03246,1.94877,3
-1.91391,-1.6935,-1.08549,-0.740161,-1.98105,-0.875999,-0.916063,-1.1785,-0.484084,-1.43187,-1.72552,-0.811079,-1.20711,-1.57971,-0.826049,-1.13193,-0.121637,-1.34757,-0.787384,-0.0191898,-0.380653,-0.201599,0.0291595,0.0130036,-0.934305,0.35875,0.459324,0.190482,0.627166,-0.198304,-0.165624,0.041072,-0.393479,-0.104343,0.580191,-0.241141,0.817896,0.6735,-0.178521,-0.102494,0.431054,0.879141,0.343661,1.46712,0.834739,0.623396,0.664776,1.66584,1.51226,0.409564,1.70174,1.15877,0.91783,1.38803,1.19376,1.01832,0.840583,1.0001,1.95637,0.960668,3
-1.76889,-0.91185,-0.983128,-1.12603,-0.668827,-0.911813,-1.69002,-0.895556,-1.70933,-1.19497,-1.26779,-0.385001,-1.35333,-1.55426,-0.833408,-1.44528,0.00392604,-0.0541091,-0.267238,-0.66055,-0.629445,0.17524,-0.684898,-1.07037,-0.988501,0.265553,-0.27523,-0.686603,-0.315773,-0.666986,0.19078,0.435137,0.484834,-0.415278,0.808017,0.443291,0.520807,0.000430096,0.123307,0.144703,-0.145596,1.11963,1.02752,0.378226,0.879295,1.09838,1.2175,1.08647,1.6286,1.10586,1.71838,1.20368,1.50016,1.71213,0.811933,0.705993,1.97996,0.904841,0.915712,0.969769,3
-1.68686,-1.22391,-1.71354,-2.14574,-0.0994756,-0.587045,-0.5636,-1.44573,-1.12819,-0.954175,-0.834101,-0.159504,-1.34312,-1.5169,0.234159,-1.22921,-0.226804,0.210514,-0.438355,-0.8521,-0.575478,-1.12485,0.560266,-1.00887,-0.324128,1.01224,-0.69484,-0.686178,0.0864741,-0.95328,0.137219,-0.631559,0.155767,-0.588397,0.846956,-0.408186,0.657151,1.23064,0.830181,1.60013,0.62996,1.22003,0.950749,0.0797678,1.09224,0.414974,0.126913,-0.0994756,1.25118,0.421936,1.35242,0.525638,0.472572,2.18292,1.38534,0.833507,0.580403,1.54946,1.00418,1.60773,3
-1.79853,-1.32192,-0.85093,-0.95643,-1.66481,-1.13069,-1.16182,-1.43587,-0.562677,-1.46123,-1.54365,-1.39562,-1.40132,-0.42097,-1.09979,-1.35865,-0.489238,-0.195979,-0.70015,-0.974115,-0.725717,-0.477849,-0.645002,-0.553217,-0.857821,-0.0134682,-0.49249,-0.0940954,-0.229716,0.562091,-0.345084,0.763014,0.585199,0.787853,0.426878,0.399359,0.989504,0.907488,1.09543,0.325722,0.460019,0.412788,0.79438,0.363571,0.566865,1.43997,1.09901,0.358632,0.661769,0.643523,0.720655,1.66918,0.87611,1.59419,1.59496,1.00756,1.52527,0.812351,1.198,1.7175,3
-1.838,-1.17472,-0.910436,-1.20657,-1.17041,-1.63456,-1.4702,-0.753431,-1.7796,-0.609421,-0.441742,-0.147454,-1.45165,-1.51302,-1.44859,-1.27515,-0.572258,-0.940414,-0.545421,-0.75735,-0.573244,0.191698,-0.249631,0.512309,-1.03029,-0.146675,0.273932,-0.0948916,0.459844,-0.240695,0.0459361,0.405503,0.657348,0.0137485,0.00621585,-0.380605,-0.385136,0.943047,0.231126,0.00378371,1.13628,0.255739,1.13867,0.44211,0.631525,1.25771,1.62744,0.366061,0.554656,0.193602,1.30723,1.63265,0.799718,1.88961,1.44026,0.893946,0.897379,1.66616,1.71737,1.14896,3
-2.08517,-1.29333,-1.56577,-1.60888,-1.73095,-1.33043,-1.67016,-0.639737,-0.716141,-1.15289,-1.44491,-0.86395,-0.981535,-0.897052,-0.655471,-0.456725,-0.210777,-0.799813,-0.676928,-0.400011,-0.860672,-0.682139,0.139933,-0.835849,-0.208621,-0.223656,0.106264,-0.530508,-0.485194,-0.488438,-0.392733,0.426317,0.0601505,0.193114,0.281353,0.577782,0.102953,0.817663,0.681111,0.924003,0.652098,0.369836,1.16097,1.12317,1.23752,1.40455,0.650875,1.31499,0.623007,1.3895,0.734192,0.750782,1.75272,0.763627,1.02697,1.1263,1.25049,1.17923,1.27631,1.79064,3
-2.11526,-1.01933,-1.09389,-1.68398,-2.09872,-2.07389,-0.776083,-1.82978,-0.274172,-0.993301,-0.0647597,-1.245,-0.133123,-1.26786,-0.974666,-0.921339,-0.333776,-1.03611,-0.0551461,0.245603,0.00243681,-0.677104,0.0273007,-1.07575,0.369725,0.199754,0.492648,-0.889129,0.417284,0.361262,-0.956556,0.970649,1.04467,-0.155538,0.215875,-0.306036,1.15934,0.0426496,0.537725,0.608471,1.03564,-0.190147,1.45115,0.431072,0.470331,1.23967,1.12154,0.224996,0.696768,0.215891,0.292817,1.92323,0.231257,1.09758,0.993639,0.591577,1.5224,0.974297,1.61739,1.41381,3
-0.989922,-1.97856,-1.36565,-1.83347,-0.96706,-0.822799,-1.02345,-1.2261,-0.930455,-1.71669,-1.6933,-0.655155,-1.39875,-1.07097,-1.6054,-0.548378,-0.0774055,-0.602182,0.0719731,-0.138557,-0.85436,-1.03431,0.179246,-0.0458445,-0.648303,0.381882,-0.0339612,-0.453671,0.0871525,-0.18158,0.389466,-0.237242,0.153558,-0.439148,0.758792,-0.165781,0.691891,0.433034,0.0271161,0.863487,0.779374,0.282355,0.776896,1.51067,0.869076,0.249059,0.289988,1.11289,0.326233,0.414893,1.55146,1.15317,1.40965,1.46555,1.73918,1.21017,1.47861,1.41657,1.48665,1.17843,3
-1.5243,-2.08453,-1.65555,-0.665971,-1.90983,-0.901619,-0.706295,-0.553488,-1.16822,-0.915834,-0.307712,-0.449024,-1.15331,-1.58643,-1.58924,-1.01396,-0.586291,-0.348335,0.257964,-0.197451,-1.06283,-0.0864213,0.0536232,-0.0861222,-0.858133,-0.0823191,-0.610178,-0.413856,0.384933,-0.58988,0.859847,0.11225,-0.149991,-0.631187,0.804368,0.0782791,0.390345,-0.315446,0.766992,0.632218,0.936023,0.728748,0.434344,1.16837,0.228921,0.934228,0.823298,0.263747,0.225331,0.511873,1.05749,0.421268,1.50856,1.71639,2.06984,0.60383,1.04786,2.07166,2.28771,0.823426,3
-1.13289,-2.02665,-1.30403,-1.88748,-2.048,-0.538453,-0.606692,-1.41848,-1.494,-0.942298,-0.642559,-0.250892,-0.426259,-1.56866,-0.232267,-0.569053,-0.683695,-0.302923,0.156809,-0.415392,-0.279865,0.164078,-0.342533,-0.678413,-0.800726,-0.841617,0.13355,-0.413017,0.423199,0.735157,-0.874793,0.291717,-0.781641,0.428092,-0.491085,0.993701,0.927003,0.470826,-0.446251,-0.230914,0.629093,0.0709541,0.666731,1.36886,1.32071,-0.0236955,-0.027337,1.59193,1.2599,0.820048,1.55707,0.536286,0.326189,1.57737,1.39471,1.26713,1.63443,1.86884,0.574385,1.53381,3
-1.69438,-2.07191,-1.63894,-1.95945,-0.653827,-0.904293,-1.93967,-0.726256,-0.399497,-0.919126,-1.36295,-1.0141,-0.150453,-1.05547,-0.878113,0.0233318,-0.218849,-0.935429,-0.673046,-0.618596,-0.621086,-0.463629,-0.442333,-0.515163,-0.382149,-0.268731,-0.0720583,0.192767,-0.412095,-0.200881,-0.310923,-0.467942,-0.406665,0.32374,0.639201,-0.267735,0.0410444,-0.00590965,0.405111,1.24959,1.27905,0.655845,0.128781,0.356456,1.50861,0.602707,0.655626,0.758572,0.854011,1.55238,1.52412,0.729064,1.40424,1.39556,1.70545,1.30522,1.0791,1.08599,1.77352,1.42257,3
